"X" "XY" "X_XY" "Y" "ID"
"1539" 19725 3779 19725 1550 "1e-11_10_10_0.95_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1540" 12024 5007 12024 5839 "1e-13_0.001_0.01_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1541" 12448 5079 12448 5904 "1e-12_0.001_0.01_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1542" 19383 5648 19383 6665 "1e-11_0.001_0.01_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1543" 12024 5007 12024 5839 "1e-13_1_0.01_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1544" 12449 5079 12449 5904 "1e-12_1_0.01_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1545" 19384 5647 19384 6664 "1e-11_1_0.01_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1546" 12024 5008 12024 5839 "1e-13_10_0.01_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1547" 12450 5079 12450 5904 "1e-12_10_0.01_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1548" 19399 5648 19399 6667 "1e-11_10_0.01_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1549" 12024 5014 12024 5840 "1e-13_0.001_0.01_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1550" 12448 5085 12448 5905 "1e-12_0.001_0.01_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1551" 19383 5663 19383 6665 "1e-11_0.001_0.01_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1552" 12024 5014 12024 5840 "1e-13_1_0.01_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1553" 12448 5090 12448 5904 "1e-12_1_0.01_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1554" 19384 5662 19384 6664 "1e-11_1_0.01_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1555" 12024 5019 12024 5839 "1e-13_10_0.01_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1556" 12449 5090 12449 5904 "1e-12_10_0.01_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1557" 19400 5664 19400 6667 "1e-11_10_0.01_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1558" 12024 5016 12024 5845 "1e-13_0.001_0.01_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1559" 12449 5087 12449 5910 "1e-12_0.001_0.01_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1560" 19384 5663 19384 6668 "1e-11_0.001_0.01_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1561" 12024 5016 12024 5845 "1e-13_1_0.01_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1562" 12449 5092 12449 5909 "1e-12_1_0.01_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1563" 19384 5669 19384 6664 "1e-11_1_0.01_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1564" 12024 5020 12024 5845 "1e-13_10_0.01_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1565" 12449 5136 12449 5904 "1e-12_10_0.01_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1566" 19400 5671 19400 6667 "1e-11_10_0.01_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1567" 12024 5018 12024 5830 "1e-13_0.001_1_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1568" 12450 5133 12450 5810 "1e-12_0.001_1_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1569" 19414 4982 19414 5048 "1e-11_0.001_1_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1570" 12024 5018 12024 5830 "1e-13_1_1_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1571" 12450 5133 12450 5810 "1e-12_1_1_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1572" 19427 4974 19427 5040 "1e-11_1_1_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1573" 12024 5018 12024 5830 "1e-13_10_1_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1574" 12452 5134 12452 5811 "1e-12_10_1_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1575" 19529 4976 19529 5041 "1e-11_10_1_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1576" 12024 5024 12024 5831 "1e-13_0.001_1_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1577" 12450 5140 12450 5811 "1e-12_0.001_1_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1578" 19414 5003 19414 5050 "1e-11_0.001_1_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1579" 12024 5025 12024 5831 "1e-13_1_1_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1580" 12450 5144 12450 5810 "1e-12_1_1_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1581" 19426 4995 19426 5041 "1e-11_1_1_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1582" 12024 5029 12024 5830 "1e-13_10_1_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1583" 12452 5145 12452 5811 "1e-12_10_1_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1584" 19530 4997 19530 5042 "1e-11_10_1_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1585" 12025 5026 12025 5837 "1e-13_0.001_1_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1586" 12452 5143 12452 5821 "1e-12_0.001_1_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1587" 19424 5005 19424 5054 "1e-11_0.001_1_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1588" 12025 5027 12025 5837 "1e-13_1_1_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1589" 12452 5148 12452 5820 "1e-12_1_1_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1590" 19426 4997 19426 5041 "1e-11_1_1_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1591" 12025 5031 12025 5836 "1e-13_10_1_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1592" 12452 5195 12452 5811 "1e-12_10_1_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1593" 19530 4999 19530 5042 "1e-11_10_1_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1594" 12025 5063 12025 5748 "1e-13_0.001_10_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1595" 12462 4780 12462 4927 "1e-12_0.001_10_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1596" 19510 3711 19510 1556 "1e-11_0.001_10_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1597" 12025 5063 12025 5748 "1e-13_1_10_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1598" 12463 4780 12463 4927 "1e-12_1_10_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1599" 19535 3710 19535 1549 "1e-11_1_10_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1600" 12025 5063 12025 5748 "1e-13_10_10_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1601" 12471 4782 12471 4928 "1e-12_10_10_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1602" 19723 3710 19723 1549 "1e-11_10_10_0.95_0_1e-08_1:1e-12_0.001_1_0.9_0_1e-08_1"
"1603" 12025 5069 12025 5749 "1e-13_0.001_10_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1604" 12462 4795 12462 4933 "1e-12_0.001_10_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1605" 19509 3783 19509 1563 "1e-11_0.001_10_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1606" 12025 5069 12025 5749 "1e-13_1_10_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1607" 12462 4796 12462 4928 "1e-12_1_10_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1608" 19532 3781 19532 1551 "1e-11_1_10_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1609" 12025 5074 12025 5748 "1e-13_10_10_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1610" 12470 4798 12470 4929 "1e-12_10_10_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1611" 19726 3781 19726 1551 "1e-11_10_10_0.95_0_1e-08_1:1e-12_1_1_0.9_0_1e-08_1"
"1612" 12027 5073 12027 5760 "1e-13_0.001_10_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1613" 12470 4810 12470 4980 "1e-12_0.001_10_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1614" 19531 3783 19531 1603 "1e-11_0.001_10_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1615" 12027 5073 12027 5760 "1e-13_1_10_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1616" 12470 4811 12470 4975 "1e-12_1_10_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1617" 19532 3782 19532 1551 "1e-11_1_10_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1618" 12027 5078 12027 5759 "1e-13_10_10_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1619" 12470 4832 12470 4929 "1e-12_10_10_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1620" 19726 3782 19726 1551 "1e-11_10_10_0.95_0_1e-08_1:1e-12_10_1_0.9_0_1e-08_1"
"1621" 11965 5410 11965 5854 "1e-13_0.001_0.01_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1622" 12387 5492 12387 5918 "1e-12_0.001_0.01_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1623" 19281 6392 19281 6698 "1e-11_0.001_0.01_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1624" 11965 5410 11965 5854 "1e-13_1_0.01_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1625" 12388 5493 12388 5917 "1e-12_1_0.01_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1626" 19301 6385 19301 6691 "1e-11_1_0.01_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1627" 11966 5410 11966 5854 "1e-13_10_0.01_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1628" 12399 5498 12399 5922 "1e-12_10_0.01_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1629" 19448 6419 19448 6725 "1e-11_10_0.01_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1630" 11965 5417 11965 5860 "1e-13_0.001_0.01_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1631" 12387 5500 12387 5924 "1e-12_0.001_0.01_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1632" 19280 6405 19280 6702 "1e-11_0.001_0.01_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1633" 11965 5417 11965 5859 "1e-13_1_0.01_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1634" 12387 5504 12387 5918 "1e-12_1_0.01_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1635" 19299 6399 19299 6692 "1e-11_1_0.01_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1636" 11965 5422 11965 5855 "1e-13_10_0.01_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1637" 12398 5510 12398 5922 "1e-12_10_0.01_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1638" 19449 6434 19449 6726 "1e-11_10_0.01_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1639" 11975 5441 11975 5911 "1e-13_0.001_0.01_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1640" 12398 5524 12398 5975 "1e-12_0.001_0.01_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1641" 19295 6421 19295 6734 "1e-11_0.001_0.01_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1642" 11975 5441 11975 5910 "1e-13_1_0.01_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1643" 12398 5529 12398 5970 "1e-12_1_0.01_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1644" 19299 6419 19299 6692 "1e-11_1_0.01_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1645" 11975 5447 11975 5907 "1e-13_10_0.01_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1646" 12398 5586 12398 5922 "1e-12_10_0.01_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1647" 19449 6452 19449 6726 "1e-11_10_0.01_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1648" 11966 5405 11966 5845 "1e-13_0.001_1_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1649" 12391 5441 12391 5826 "1e-12_0.001_1_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1650" 19345 5190 19345 5097 "1e-11_0.001_1_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1651" 11966 5405 11966 5845 "1e-13_1_1_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1652" 12393 5441 12393 5826 "1e-12_1_1_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1653" 19371 5174 19371 5081 "1e-11_1_1_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1654" 11967 5406 11967 5846 "1e-13_10_1_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1655" 12404 5447 12404 5830 "1e-12_10_1_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1656" 19567 5179 19567 5083 "1e-11_10_1_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1657" 11965 5412 11965 5851 "1e-13_0.001_1_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1658" 12391 5448 12391 5833 "1e-12_0.001_1_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1659" 19344 5212 19344 5100 "1e-11_0.001_1_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1660" 11965 5412 11965 5851 "1e-13_1_1_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1661" 12391 5452 12391 5826 "1e-12_1_1_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1662" 19368 5196 19368 5083 "1e-11_1_1_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1663" 11965 5418 11965 5846 "1e-13_10_1_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1664" 12402 5459 12402 5831 "1e-12_10_1_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1665" 19569 5201 19569 5085 "1e-11_10_1_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1666" 11976 5436 11976 5903 "1e-13_0.001_1_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1667" 12402 5475 12402 5889 "1e-12_0.001_1_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1668" 19365 5217 19365 5109 "1e-11_0.001_1_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1669" 11976 5437 11976 5902 "1e-13_1_1_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1670" 12402 5479 12402 5884 "1e-12_1_1_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1671" 19368 5199 19368 5083 "1e-11_1_1_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1672" 11976 5442 11976 5899 "1e-13_10_1_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1673" 12402 5531 12402 5831 "1e-12_10_1_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1674" 19569 5204 19569 5085 "1e-11_10_1_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1675" 11969 5361 11969 5765 "1e-13_0.001_10_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1676" 12420 4917 12420 4961 "1e-12_0.001_10_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1677" 19497 3739 19497 1568 "1e-11_0.001_10_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1678" 11969 5361 11969 5765 "1e-13_1_10_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1679" 12421 4916 12421 4960 "1e-12_1_10_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1680" 19525 3737 19525 1560 "1e-11_1_10_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1681" 11970 5361 11970 5765 "1e-13_10_10_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1682" 12436 4921 12436 4963 "1e-12_10_10_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1683" 19736 3737 19736 1560 "1e-11_10_10_0.95_0_1e-08_1:1e-12_0.001_10_0.9_0_1e-08_1"
"1684" 11969 5368 11969 5772 "1e-13_0.001_10_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1685" 12419 4932 12419 4973 "1e-12_0.001_10_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1686" 19495 3811 19495 1576 "1e-11_0.001_10_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1687" 11969 5369 11969 5771 "1e-13_1_10_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1688" 12419 4932 12419 4961 "1e-12_1_10_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1689" 19522 3809 19522 1563 "1e-11_1_10_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1690" 11969 5373 11969 5765 "1e-13_10_10_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1691" 12435 4937 12435 4964 "1e-12_10_10_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1692" 19739 3809 19739 1563 "1e-11_10_10_0.95_0_1e-08_1:1e-12_1_10_0.9_0_1e-08_1"
"1693" 11980 5394 11980 5828 "1e-13_0.001_10_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1694" 12435 4965 12435 5063 "1e-12_0.001_10_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1695" 19521 3812 19521 1623 "1e-11_0.001_10_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1696" 11980 5395 11980 5827 "1e-13_1_10_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1697" 12435 4966 12435 5053 "1e-12_1_10_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1698" 19522 3809 19522 1563 "1e-11_1_10_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1699" 11980 5400 11980 5823 "1e-13_10_10_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1700" 12435 4981 12435 4964 "1e-12_10_10_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1701" 19739 3810 19739 1563 "1e-11_10_10_0.95_0_1e-08_1:1e-12_10_10_0.9_0_1e-08_1"
"1702" 23970 2863 23970 4683 "1e-13_0.001_0.01_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1703" 25766 3020 25766 4682 "1e-12_0.001_0.01_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1704" 109245 3461 109245 4672 "1e-11_0.001_0.01_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1705" 23970 2863 23970 4683 "1e-13_1_0.01_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1706" 25766 3020 25766 4682 "1e-12_1_0.01_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1707" 109245 3461 109245 4672 "1e-11_1_0.01_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1708" 23970 2863 23970 4683 "1e-13_10_0.01_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1709" 25766 3020 25766 4682 "1e-12_10_0.01_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1710" 109247 3461 109247 4672 "1e-11_10_0.01_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1711" 23970 2883 23970 4683 "1e-13_0.001_0.01_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1712" 25766 3040 25766 4682 "1e-12_0.001_0.01_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1713" 109245 3482 109245 4672 "1e-11_0.001_0.01_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1714" 23970 2883 23970 4683 "1e-13_1_0.01_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1715" 25766 3040 25766 4682 "1e-12_1_0.01_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1716" 109245 3483 109245 4672 "1e-11_1_0.01_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1717" 23970 2883 23970 4683 "1e-13_10_0.01_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1718" 25766 3040 25766 4682 "1e-12_10_0.01_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1719" 109247 3483 109247 4672 "1e-11_10_0.01_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1720" 23970 2883 23970 4683 "1e-13_0.001_0.01_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1721" 25766 3040 25766 4682 "1e-12_0.001_0.01_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1722" 109245 3482 109245 4672 "1e-11_0.001_0.01_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1723" 23970 2883 23970 4683 "1e-13_1_0.01_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1724" 25766 3040 25766 4682 "1e-12_1_0.01_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1725" 109245 3483 109245 4672 "1e-11_1_0.01_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1726" 23970 2883 23970 4683 "1e-13_10_0.01_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1727" 25766 3040 25766 4682 "1e-12_10_0.01_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1728" 109247 3483 109247 4672 "1e-11_10_0.01_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1729" 23970 3461 23970 4671 "1e-13_0.001_1_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1730" 25767 3969 25767 4568 "1e-12_0.001_1_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1731" 109272 3963 109272 3745 "1e-11_0.001_1_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1732" 23970 3461 23970 4671 "1e-13_1_1_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1733" 25767 3969 25767 4568 "1e-12_1_1_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1734" 109283 3960 109283 3741 "1e-11_1_1_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1735" 23970 3461 23970 4671 "1e-13_10_1_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1736" 25768 3969 25768 4568 "1e-12_10_1_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1737" 109371 3960 109371 3741 "1e-11_10_1_0.975_0_1e-08_1:1e-12_0.001_0.01_0.9_0_1e-08_1"
"1738" 23970 3482 23970 4671 "1e-13_0.001_1_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1739" 25767 3992 25767 4568 "1e-12_0.001_1_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1740" 109272 4001 109272 3745 "1e-11_0.001_1_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1741" 23970 3482 23970 4671 "1e-13_1_1_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1742" 25767 3992 25767 4568 "1e-12_1_1_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1743" 109282 3999 109282 3742 "1e-11_1_1_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1744" 23970 3482 23970 4671 "1e-13_10_1_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1745" 25768 3992 25768 4568 "1e-12_10_1_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1746" 109372 3999 109372 3742 "1e-11_10_1_0.975_0_1e-08_1:1e-12_1_0.01_0.9_0_1e-08_1"
"1747" 23971 3482 23971 4671 "1e-13_0.001_1_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1748" 25768 3992 25768 4568 "1e-12_0.001_1_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1749" 109281 4002 109281 3746 "1e-11_0.001_1_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1750" 23971 3482 23971 4671 "1e-13_1_1_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
"1751" 25768 3992 25768 4568 "1e-12_1_1_0.975_0_1e-08_1:1e-12_10_0.01_0.9_0_1e-08_1"
