"X" "XY" "X_XY" "Y" "ID"
"1213" 2827 1644 2827 3215 "1e-13_1_1_0.85_-0.05_1e-04_1:1e-11_1_1_0.85_-0.05_1e-04_1"
"1214" 2857 1658 2857 3214 "1e-12_1_1_0.85_-0.05_1e-04_1:1e-11_1_1_0.85_-0.05_1e-04_1"
"1215" 3199 1786 3199 3199 "1e-11_1_1_0.85_-0.05_1e-04_1:1e-11_1_1_0.85_-0.05_1e-04_1"
"1216" 4248 1544 4248 2786 "1e-13_1_1_0.9_-0.05_1e-04_1:1e-13_1_1_0.85_-0.05_1e-04_1"
"1217" 4320 1690 4320 2785 "1e-12_1_1_0.9_-0.05_1e-04_1:1e-13_1_1_0.85_-0.05_1e-04_1"
"1218" 5205 1954 5205 2765 "1e-11_1_1_0.9_-0.05_1e-04_1:1e-13_1_1_0.85_-0.05_1e-04_1"
"1219" 4248 1690 4248 2813 "1e-13_1_1_0.9_-0.05_1e-04_1:1e-12_1_1_0.85_-0.05_1e-04_1"
"1220" 4319 1748 4319 2811 "1e-12_1_1_0.9_-0.05_1e-04_1:1e-12_1_1_0.85_-0.05_1e-04_1"
"1221" 5204 1971 5204 2790 "1e-11_1_1_0.9_-0.05_1e-04_1:1e-12_1_1_0.85_-0.05_1e-04_1"
"1222" 4243 1948 4243 3126 "1e-13_1_1_0.9_-0.05_1e-04_1:1e-11_1_1_0.85_-0.05_1e-04_1"
"1223" 4314 1966 4314 3123 "1e-12_1_1_0.9_-0.05_1e-04_1:1e-11_1_1_0.85_-0.05_1e-04_1"
"1224" 5194 2137 5194 3081 "1e-11_1_1_0.9_-0.05_1e-04_1:1e-11_1_1_0.85_-0.05_1e-04_1"
"1225" 8250 1782 8250 2698 "1e-13_1_1_0.95_-0.05_1e-04_1:1e-13_1_1_0.85_-0.05_1e-04_1"
"1226" 8532 1972 8532 2693 "1e-12_1_1_0.95_-0.05_1e-04_1:1e-13_1_1_0.85_-0.05_1e-04_1"
"1227" 13046 2264 13046 2618 "1e-11_1_1_0.95_-0.05_1e-04_1:1e-13_1_1_0.85_-0.05_1e-04_1"
"1228" 8250 1974 8250 2717 "1e-13_1_1_0.95_-0.05_1e-04_1:1e-12_1_1_0.85_-0.05_1e-04_1"
"1229" 8532 2046 8532 2712 "1e-12_1_1_0.95_-0.05_1e-04_1:1e-12_1_1_0.85_-0.05_1e-04_1"
"1230" 13045 2285 13045 2632 "1e-11_1_1_0.95_-0.05_1e-04_1:1e-12_1_1_0.85_-0.05_1e-04_1"
"1231" 8247 2305 8247 2951 "1e-13_1_1_0.95_-0.05_1e-04_1:1e-11_1_1_0.85_-0.05_1e-04_1"
"1232" 8529 2326 8529 2941 "1e-12_1_1_0.95_-0.05_1e-04_1:1e-11_1_1_0.85_-0.05_1e-04_1"
"1233" 13038 2471 13038 2790 "1e-11_1_1_0.95_-0.05_1e-04_1:1e-11_1_1_0.85_-0.05_1e-04_1"
"1234" 15582 1792 15582 2585 "1e-13_1_1_0.975_-0.05_1e-04_1:1e-13_1_1_0.85_-0.05_1e-04_1"
"1235" 16649 2009 16649 2570 "1e-12_1_1_0.975_-0.05_1e-04_1:1e-13_1_1_0.85_-0.05_1e-04_1"
"1236" 55674 2195 55674 2373 "1e-11_1_1_0.975_-0.05_1e-04_1:1e-13_1_1_0.85_-0.05_1e-04_1"
"1237" 15582 2022 15582 2597 "1e-13_1_1_0.975_-0.05_1e-04_1:1e-12_1_1_0.85_-0.05_1e-04_1"
"1238" 16649 2095 16649 2581 "1e-12_1_1_0.975_-0.05_1e-04_1:1e-12_1_1_0.85_-0.05_1e-04_1"
"1239" 55674 2214 55674 2379 "1e-11_1_1_0.975_-0.05_1e-04_1:1e-12_1_1_0.85_-0.05_1e-04_1"
"1240" 15580 2402 15580 2746 "1e-13_1_1_0.975_-0.05_1e-04_1:1e-11_1_1_0.85_-0.05_1e-04_1"
"1241" 16646 2411 16646 2723 "1e-12_1_1_0.975_-0.05_1e-04_1:1e-11_1_1_0.85_-0.05_1e-04_1"
"1242" 55669 2384 55669 2440 "1e-11_1_1_0.975_-0.05_1e-04_1:1e-11_1_1_0.85_-0.05_1e-04_1"
"1243" 2786 1544 2786 4248 "1e-13_1_1_0.85_-0.05_1e-04_1:1e-13_1_1_0.9_-0.05_1e-04_1"
"1244" 2813 1690 2813 4248 "1e-12_1_1_0.85_-0.05_1e-04_1:1e-13_1_1_0.9_-0.05_1e-04_1"
"1245" 3126 1948 3126 4243 "1e-11_1_1_0.85_-0.05_1e-04_1:1e-13_1_1_0.9_-0.05_1e-04_1"
"1246" 2785 1690 2785 4320 "1e-13_1_1_0.85_-0.05_1e-04_1:1e-12_1_1_0.9_-0.05_1e-04_1"
"1247" 2811 1748 2811 4319 "1e-12_1_1_0.85_-0.05_1e-04_1:1e-12_1_1_0.9_-0.05_1e-04_1"
"1248" 3123 1966 3123 4314 "1e-11_1_1_0.85_-0.05_1e-04_1:1e-12_1_1_0.9_-0.05_1e-04_1"
"1249" 2765 1954 2765 5205 "1e-13_1_1_0.85_-0.05_1e-04_1:1e-11_1_1_0.9_-0.05_1e-04_1"
"1250" 2790 1971 2790 5204 "1e-12_1_1_0.85_-0.05_1e-04_1:1e-11_1_1_0.9_-0.05_1e-04_1"
"1251" 3081 2137 3081 5194 "1e-11_1_1_0.85_-0.05_1e-04_1:1e-11_1_1_0.9_-0.05_1e-04_1"
"1252" 4194 1919 4194 4194 "1e-13_1_1_0.9_-0.05_1e-04_1:1e-13_1_1_0.9_-0.05_1e-04_1"
"1253" 4261 2101 4261 4192 "1e-12_1_1_0.9_-0.05_1e-04_1:1e-13_1_1_0.9_-0.05_1e-04_1"
"1254" 5106 2468 5106 4177 "1e-11_1_1_0.9_-0.05_1e-04_1:1e-13_1_1_0.9_-0.05_1e-04_1"
"1255" 4192 2101 4192 4261 "1e-13_1_1_0.9_-0.05_1e-04_1:1e-12_1_1_0.9_-0.05_1e-04_1"
"1256" 4260 2176 4260 4260 "1e-12_1_1_0.9_-0.05_1e-04_1:1e-12_1_1_0.9_-0.05_1e-04_1"
"1257" 5103 2495 5103 4242 "1e-11_1_1_0.9_-0.05_1e-04_1:1e-12_1_1_0.9_-0.05_1e-04_1"
"1258" 4177 2468 4177 5106 "1e-13_1_1_0.9_-0.05_1e-04_1:1e-11_1_1_0.9_-0.05_1e-04_1"
"1259" 4242 2495 4242 5103 "1e-12_1_1_0.9_-0.05_1e-04_1:1e-11_1_1_0.9_-0.05_1e-04_1"
"1260" 5064 2768 5064 5064 "1e-11_1_1_0.9_-0.05_1e-04_1:1e-11_1_1_0.9_-0.05_1e-04_1"
"1261" 8193 2434 8193 4084 "1e-13_1_1_0.95_-0.05_1e-04_1:1e-13_1_1_0.9_-0.05_1e-04_1"
"1262" 8472 2682 8472 4079 "1e-12_1_1_0.95_-0.05_1e-04_1:1e-13_1_1_0.9_-0.05_1e-04_1"
"1263" 12954 3208 12954 4011 "1e-11_1_1_0.95_-0.05_1e-04_1:1e-13_1_1_0.9_-0.05_1e-04_1"
"1264" 8192 2680 8192 4139 "1e-13_1_1_0.95_-0.05_1e-04_1:1e-12_1_1_0.9_-0.05_1e-04_1"
"1265" 8471 2784 8471 4134 "1e-12_1_1_0.95_-0.05_1e-04_1:1e-12_1_1_0.9_-0.05_1e-04_1"
"1266" 12952 3246 12952 4057 "1e-11_1_1_0.95_-0.05_1e-04_1:1e-12_1_1_0.9_-0.05_1e-04_1"
"1267" 8182 3212 8182 4852 "1e-13_1_1_0.95_-0.05_1e-04_1:1e-11_1_1_0.9_-0.05_1e-04_1"
"1268" 8461 3256 8461 4841 "1e-12_1_1_0.95_-0.05_1e-04_1:1e-11_1_1_0.9_-0.05_1e-04_1"
"1269" 12925 3647 12925 4640 "1e-11_1_1_0.95_-0.05_1e-04_1:1e-11_1_1_0.9_-0.05_1e-04_1"
"1270" 15525 2669 15525 3959 "1e-13_1_1_0.975_-0.05_1e-04_1:1e-13_1_1_0.9_-0.05_1e-04_1"
"1271" 16589 2971 16589 3945 "1e-12_1_1_0.975_-0.05_1e-04_1:1e-13_1_1_0.9_-0.05_1e-04_1"
"1272" 55587 3325 55587 3650 "1e-11_1_1_0.975_-0.05_1e-04_1:1e-13_1_1_0.9_-0.05_1e-04_1"
"1273" 15524 2979 15524 4000 "1e-13_1_1_0.975_-0.05_1e-04_1:1e-12_1_1_0.9_-0.05_1e-04_1"
"1274" 16588 3095 16588 3983 "1e-12_1_1_0.975_-0.05_1e-04_1:1e-12_1_1_0.9_-0.05_1e-04_1"
"1275" 55586 3360 55586 3669 "1e-11_1_1_0.975_-0.05_1e-04_1:1e-12_1_1_0.9_-0.05_1e-04_1"
"1276" 15517 3622 15517 4540 "1e-13_1_1_0.975_-0.05_1e-04_1:1e-11_1_1_0.9_-0.05_1e-04_1"
"1277" 16580 3659 16580 4506 "1e-12_1_1_0.975_-0.05_1e-04_1:1e-11_1_1_0.9_-0.05_1e-04_1"
"1278" 55563 3705 55563 3891 "1e-11_1_1_0.975_-0.05_1e-04_1:1e-11_1_1_0.9_-0.05_1e-04_1"
"1279" 2698 1782 2698 8250 "1e-13_1_1_0.85_-0.05_1e-04_1:1e-13_1_1_0.95_-0.05_1e-04_1"
"1280" 2717 1974 2717 8250 "1e-12_1_1_0.85_-0.05_1e-04_1:1e-13_1_1_0.95_-0.05_1e-04_1"
"1281" 2951 2305 2951 8247 "1e-11_1_1_0.85_-0.05_1e-04_1:1e-13_1_1_0.95_-0.05_1e-04_1"
"1282" 2693 1972 2693 8532 "1e-13_1_1_0.85_-0.05_1e-04_1:1e-12_1_1_0.95_-0.05_1e-04_1"
"1283" 2712 2046 2712 8532 "1e-12_1_1_0.85_-0.05_1e-04_1:1e-12_1_1_0.95_-0.05_1e-04_1"
"1284" 2941 2326 2941 8529 "1e-11_1_1_0.85_-0.05_1e-04_1:1e-12_1_1_0.95_-0.05_1e-04_1"
"1285" 2618 2264 2618 13046 "1e-13_1_1_0.85_-0.05_1e-04_1:1e-11_1_1_0.95_-0.05_1e-04_1"
"1286" 2632 2285 2632 13045 "1e-12_1_1_0.85_-0.05_1e-04_1:1e-11_1_1_0.95_-0.05_1e-04_1"
"1287" 2790 2471 2790 13038 "1e-11_1_1_0.85_-0.05_1e-04_1:1e-11_1_1_0.95_-0.05_1e-04_1"
"1288" 4084 2434 4084 8193 "1e-13_1_1_0.9_-0.05_1e-04_1:1e-13_1_1_0.95_-0.05_1e-04_1"
"1289" 4139 2680 4139 8192 "1e-12_1_1_0.9_-0.05_1e-04_1:1e-13_1_1_0.95_-0.05_1e-04_1"
"1290" 4852 3212 4852 8182 "1e-11_1_1_0.9_-0.05_1e-04_1:1e-13_1_1_0.95_-0.05_1e-04_1"
"1291" 4079 2682 4079 8472 "1e-13_1_1_0.9_-0.05_1e-04_1:1e-12_1_1_0.95_-0.05_1e-04_1"
"1292" 4134 2784 4134 8471 "1e-12_1_1_0.9_-0.05_1e-04_1:1e-12_1_1_0.95_-0.05_1e-04_1"
"1293" 4841 3256 4841 8461 "1e-11_1_1_0.9_-0.05_1e-04_1:1e-12_1_1_0.95_-0.05_1e-04_1"
"1294" 4011 3208 4011 12954 "1e-13_1_1_0.9_-0.05_1e-04_1:1e-11_1_1_0.95_-0.05_1e-04_1"
"1295" 4057 3246 4057 12952 "1e-12_1_1_0.9_-0.05_1e-04_1:1e-11_1_1_0.95_-0.05_1e-04_1"
"1296" 4640 3647 4640 12925 "1e-11_1_1_0.9_-0.05_1e-04_1:1e-11_1_1_0.95_-0.05_1e-04_1"
"1297" 8052 3570 8052 8052 "1e-13_1_1_0.95_-0.05_1e-04_1:1e-13_1_1_0.95_-0.05_1e-04_1"
"1298" 8315 3947 8315 8048 "1e-12_1_1_0.95_-0.05_1e-04_1:1e-13_1_1_0.95_-0.05_1e-04_1"
"1299" 12613 5072 12613 7989 "1e-11_1_1_0.95_-0.05_1e-04_1:1e-13_1_1_0.95_-0.05_1e-04_1"
"1300" 8048 3947 8048 8315 "1e-13_1_1_0.95_-0.05_1e-04_1:1e-12_1_1_0.95_-0.05_1e-04_1"
"1301" 8310 4122 8310 8310 "1e-12_1_1_0.95_-0.05_1e-04_1:1e-12_1_1_0.95_-0.05_1e-04_1"
"1302" 12599 5176 12599 8238 "1e-11_1_1_0.95_-0.05_1e-04_1:1e-12_1_1_0.95_-0.05_1e-04_1"
"1303" 7989 5072 7989 12613 "1e-13_1_1_0.95_-0.05_1e-04_1:1e-11_1_1_0.95_-0.05_1e-04_1"
"1304" 8238 5176 8238 12599 "1e-12_1_1_0.95_-0.05_1e-04_1:1e-11_1_1_0.95_-0.05_1e-04_1"
"1305" 12346 6431 12346 12346 "1e-11_1_1_0.95_-0.05_1e-04_1:1e-11_1_1_0.95_-0.05_1e-04_1"
"1306" 15366 4502 15366 7872 "1e-13_1_1_0.975_-0.05_1e-04_1:1e-13_1_1_0.95_-0.05_1e-04_1"
"1307" 16415 5019 16415 7858 "1e-12_1_1_0.975_-0.05_1e-04_1:1e-13_1_1_0.95_-0.05_1e-04_1"
"1308" 55234 6450 55234 7480 "1e-11_1_1_0.975_-0.05_1e-04_1:1e-13_1_1_0.95_-0.05_1e-04_1"
"1309" 15363 5014 15363 8101 "1e-13_1_1_0.975_-0.05_1e-04_1:1e-12_1_1_0.95_-0.05_1e-04_1"
"1310" 16410 5262 16410 8083 "1e-12_1_1_0.975_-0.05_1e-04_1:1e-12_1_1_0.95_-0.05_1e-04_1"
"1311" 55222 6584 55222 7625 "1e-11_1_1_0.975_-0.05_1e-04_1:1e-12_1_1_0.95_-0.05_1e-04_1"
"1312" 15316 6804 15316 11951 "1e-13_1_1_0.975_-0.05_1e-04_1:1e-11_1_1_0.95_-0.05_1e-04_1"
"1313" 16354 6986 16354 11888 "1e-12_1_1_0.975_-0.05_1e-04_1:1e-11_1_1_0.95_-0.05_1e-04_1"
"1314" 55001 8398 55001 9959 "1e-11_1_1_0.975_-0.05_1e-04_1:1e-11_1_1_0.95_-0.05_1e-04_1"
"1315" 2585 1792 2585 15582 "1e-13_1_1_0.85_-0.05_1e-04_1:1e-13_1_1_0.975_-0.05_1e-04_1"
"1316" 2597 2022 2597 15582 "1e-12_1_1_0.85_-0.05_1e-04_1:1e-13_1_1_0.975_-0.05_1e-04_1"
"1317" 2746 2402 2746 15580 "1e-11_1_1_0.85_-0.05_1e-04_1:1e-13_1_1_0.975_-0.05_1e-04_1"
"1318" 2570 2009 2570 16649 "1e-13_1_1_0.85_-0.05_1e-04_1:1e-12_1_1_0.975_-0.05_1e-04_1"
"1319" 2581 2095 2581 16649 "1e-12_1_1_0.85_-0.05_1e-04_1:1e-12_1_1_0.975_-0.05_1e-04_1"
"1320" 2723 2411 2723 16646 "1e-11_1_1_0.85_-0.05_1e-04_1:1e-12_1_1_0.975_-0.05_1e-04_1"
"1321" 2373 2195 2373 55674 "1e-13_1_1_0.85_-0.05_1e-04_1:1e-11_1_1_0.975_-0.05_1e-04_1"
"1322" 2379 2214 2379 55674 "1e-12_1_1_0.85_-0.05_1e-04_1:1e-11_1_1_0.975_-0.05_1e-04_1"
"1323" 2440 2384 2440 55669 "1e-11_1_1_0.85_-0.05_1e-04_1:1e-11_1_1_0.975_-0.05_1e-04_1"
"1324" 3959 2669 3959 15525 "1e-13_1_1_0.9_-0.05_1e-04_1:1e-13_1_1_0.975_-0.05_1e-04_1"
"1325" 4000 2979 4000 15524 "1e-12_1_1_0.9_-0.05_1e-04_1:1e-13_1_1_0.975_-0.05_1e-04_1"
"1326" 4540 3622 4540 15517 "1e-11_1_1_0.9_-0.05_1e-04_1:1e-13_1_1_0.975_-0.05_1e-04_1"
"1327" 3945 2971 3945 16589 "1e-13_1_1_0.9_-0.05_1e-04_1:1e-12_1_1_0.975_-0.05_1e-04_1"
"1328" 3983 3095 3983 16588 "1e-12_1_1_0.9_-0.05_1e-04_1:1e-12_1_1_0.975_-0.05_1e-04_1"
"1329" 4506 3659 4506 16580 "1e-11_1_1_0.9_-0.05_1e-04_1:1e-12_1_1_0.975_-0.05_1e-04_1"
"1330" 3650 3325 3650 55587 "1e-13_1_1_0.9_-0.05_1e-04_1:1e-11_1_1_0.975_-0.05_1e-04_1"
"1331" 3669 3360 3669 55586 "1e-12_1_1_0.9_-0.05_1e-04_1:1e-11_1_1_0.975_-0.05_1e-04_1"
"1332" 3891 3705 3891 55563 "1e-11_1_1_0.9_-0.05_1e-04_1:1e-11_1_1_0.975_-0.05_1e-04_1"
"1333" 7872 4502 7872 15366 "1e-13_1_1_0.95_-0.05_1e-04_1:1e-13_1_1_0.975_-0.05_1e-04_1"
"1334" 8101 5014 8101 15363 "1e-12_1_1_0.95_-0.05_1e-04_1:1e-13_1_1_0.975_-0.05_1e-04_1"
"1335" 11951 6804 11951 15316 "1e-11_1_1_0.95_-0.05_1e-04_1:1e-13_1_1_0.975_-0.05_1e-04_1"
"1336" 7858 5019 7858 16415 "1e-13_1_1_0.95_-0.05_1e-04_1:1e-12_1_1_0.975_-0.05_1e-04_1"
"1337" 8083 5262 8083 16410 "1e-12_1_1_0.95_-0.05_1e-04_1:1e-12_1_1_0.975_-0.05_1e-04_1"
"1338" 11888 6986 11888 16354 "1e-11_1_1_0.95_-0.05_1e-04_1:1e-12_1_1_0.975_-0.05_1e-04_1"
"1339" 7480 6450 7480 55234 "1e-13_1_1_0.95_-0.05_1e-04_1:1e-11_1_1_0.975_-0.05_1e-04_1"
"1340" 7625 6584 7625 55222 "1e-12_1_1_0.95_-0.05_1e-04_1:1e-11_1_1_0.975_-0.05_1e-04_1"
"1341" 9959 8398 9959 55001 "1e-11_1_1_0.95_-0.05_1e-04_1:1e-11_1_1_0.975_-0.05_1e-04_1"
"1342" 15126 6452 15126 15126 "1e-13_1_1_0.975_-0.05_1e-04_1:1e-13_1_1_0.975_-0.05_1e-04_1"
"1343" 16127 7272 16127 15111 "1e-12_1_1_0.975_-0.05_1e-04_1:1e-13_1_1_0.975_-0.05_1e-04_1"
"1344" 54216 11294 54216 14734 "1e-11_1_1_0.975_-0.05_1e-04_1:1e-13_1_1_0.975_-0.05_1e-04_1"
"1345" 15111 7272 15111 16127 "1e-13_1_1_0.975_-0.05_1e-04_1:1e-12_1_1_0.975_-0.05_1e-04_1"
"1346" 16106 7717 16106 16106 "1e-12_1_1_0.975_-0.05_1e-04_1:1e-12_1_1_0.975_-0.05_1e-04_1"
"1347" 54127 11803 54127 15581 "1e-11_1_1_0.975_-0.05_1e-04_1:1e-12_1_1_0.975_-0.05_1e-04_1"
"1348" 14734 11294 14734 54216 "1e-13_1_1_0.975_-0.05_1e-04_1:1e-11_1_1_0.975_-0.05_1e-04_1"
"1349" 15581 11803 15581 54127 "1e-12_1_1_0.975_-0.05_1e-04_1:1e-11_1_1_0.975_-0.05_1e-04_1"
"1350" 50755 23750 50755 50755 "1e-11_1_1_0.975_-0.05_1e-04_1:1e-11_1_1_0.975_-0.05_1e-04_1"
"1351" 2836 1547 2836 2836 "1e-13_1_1_0.85_0.05_1e-04_1:1e-13_1_1_0.85_0.05_1e-04_1"
"1352" 2866 1698 2866 2835 "1e-12_1_1_0.85_0.05_1e-04_1:1e-13_1_1_0.85_0.05_1e-04_1"
"1353" 3218 1922 3218 2828 "1e-11_1_1_0.85_0.05_1e-04_1:1e-13_1_1_0.85_0.05_1e-04_1"
"1354" 2835 1698 2835 2866 "1e-13_1_1_0.85_0.05_1e-04_1:1e-12_1_1_0.85_0.05_1e-04_1"
"1355" 2866 1761 2866 2866 "1e-12_1_1_0.85_0.05_1e-04_1:1e-12_1_1_0.85_0.05_1e-04_1"
"1356" 3217 1941 3217 2857 "1e-11_1_1_0.85_0.05_1e-04_1:1e-12_1_1_0.85_0.05_1e-04_1"
"1357" 2828 1922 2828 3218 "1e-13_1_1_0.85_0.05_1e-04_1:1e-11_1_1_0.85_0.05_1e-04_1"
"1358" 2857 1941 2857 3217 "1e-12_1_1_0.85_0.05_1e-04_1:1e-11_1_1_0.85_0.05_1e-04_1"
"1359" 3198 2127 3198 3198 "1e-11_1_1_0.85_0.05_1e-04_1:1e-11_1_1_0.85_0.05_1e-04_1"
"1360" 4248 1863 4248 2786 "1e-13_1_1_0.9_0.05_1e-04_1:1e-13_1_1_0.85_0.05_1e-04_1"
"1361" 4320 2048 4320 2785 "1e-12_1_1_0.9_0.05_1e-04_1:1e-13_1_1_0.85_0.05_1e-04_1"
"1362" 5206 2328 5206 2769 "1e-11_1_1_0.9_0.05_1e-04_1:1e-13_1_1_0.85_0.05_1e-04_1"
"1363" 4248 2048 4248 2814 "1e-13_1_1_0.9_0.05_1e-04_1:1e-12_1_1_0.85_0.05_1e-04_1"
"1364" 4319 2127 4319 2812 "1e-12_1_1_0.9_0.05_1e-04_1:1e-12_1_1_0.85_0.05_1e-04_1"
"1365" 5205 2355 5205 2794 "1e-11_1_1_0.9_0.05_1e-04_1:1e-12_1_1_0.85_0.05_1e-04_1"
"1366" 4243 2334 4243 3144 "1e-13_1_1_0.9_0.05_1e-04_1:1e-11_1_1_0.85_0.05_1e-04_1"
"1367" 4314 2361 4314 3142 "1e-12_1_1_0.9_0.05_1e-04_1:1e-11_1_1_0.85_0.05_1e-04_1"
"1368" 5190 2624 5190 3091 "1e-11_1_1_0.9_0.05_1e-04_1:1e-11_1_1_0.85_0.05_1e-04_1"
"1369" 8250 2249 8250 2699 "1e-13_1_1_0.95_0.05_1e-04_1:1e-13_1_1_0.85_0.05_1e-04_1"
"1370" 8532 2492 8532 2697 "1e-12_1_1_0.95_0.05_1e-04_1:1e-13_1_1_0.85_0.05_1e-04_1"
"1371" 13046 2883 13046 2690 "1e-11_1_1_0.95_0.05_1e-04_1:1e-13_1_1_0.85_0.05_1e-04_1"
"1372" 8250 2496 8250 2724 "1e-13_1_1_0.95_0.05_1e-04_1:1e-12_1_1_0.85_0.05_1e-04_1"
"1373" 8532 2600 8532 2720 "1e-12_1_1_0.95_0.05_1e-04_1:1e-12_1_1_0.85_0.05_1e-04_1"
"1374" 13045 2926 13045 2715 "1e-11_1_1_0.95_0.05_1e-04_1:1e-12_1_1_0.85_0.05_1e-04_1"
"1375" 8247 2924 8247 3138 "1e-13_1_1_0.95_0.05_1e-04_1:1e-11_1_1_0.85_0.05_1e-04_1"
"1376" 8529 2966 8529 3148 "1e-12_1_1_0.95_0.05_1e-04_1:1e-11_1_1_0.85_0.05_1e-04_1"
"1377" 13033 3386 13033 3056 "1e-11_1_1_0.95_0.05_1e-04_1:1e-11_1_1_0.85_0.05_1e-04_1"
"1378" 15582 2425 15582 2589 "1e-13_1_1_0.975_0.05_1e-04_1:1e-13_1_1_0.85_0.05_1e-04_1"
"1379" 16649 2717 16649 2590 "1e-12_1_1_0.975_0.05_1e-04_1:1e-13_1_1_0.85_0.05_1e-04_1"
"1380" 55675 3155 55675 2623 "1e-11_1_1_0.975_0.05_1e-04_1:1e-13_1_1_0.85_0.05_1e-04_1"
"1381" 15582 2735 15582 2625 "1e-13_1_1_0.975_0.05_1e-04_1:1e-12_1_1_0.85_0.05_1e-04_1"
"1382" 16649 2854 16649 2620 "1e-12_1_1_0.975_0.05_1e-04_1:1e-12_1_1_0.85_0.05_1e-04_1"
"1383" 55674 3217 55674 2665 "1e-11_1_1_0.975_0.05_1e-04_1:1e-12_1_1_0.85_0.05_1e-04_1"
"1384" 15580 3369 15580 3323 "1e-13_1_1_0.975_0.05_1e-04_1:1e-11_1_1_0.85_0.05_1e-04_1"
"1385" 16646 3425 16646 3342 "1e-12_1_1_0.975_0.05_1e-04_1:1e-11_1_1_0.85_0.05_1e-04_1"
"1386" 55662 3917 55662 3200 "1e-11_1_1_0.975_0.05_1e-04_1:1e-11_1_1_0.85_0.05_1e-04_1"
"1387" 2786 1863 2786 4248 "1e-13_1_1_0.85_0.05_1e-04_1:1e-13_1_1_0.9_0.05_1e-04_1"
"1388" 2814 2048 2814 4248 "1e-12_1_1_0.85_0.05_1e-04_1:1e-13_1_1_0.9_0.05_1e-04_1"
"1389" 3144 2334 3144 4243 "1e-11_1_1_0.85_0.05_1e-04_1:1e-13_1_1_0.9_0.05_1e-04_1"
"1390" 2785 2048 2785 4320 "1e-13_1_1_0.85_0.05_1e-04_1:1e-12_1_1_0.9_0.05_1e-04_1"
"1391" 2812 2127 2812 4319 "1e-12_1_1_0.85_0.05_1e-04_1:1e-12_1_1_0.9_0.05_1e-04_1"
"1392" 3142 2361 3142 4314 "1e-11_1_1_0.85_0.05_1e-04_1:1e-12_1_1_0.9_0.05_1e-04_1"
"1393" 2769 2328 2769 5206 "1e-13_1_1_0.85_0.05_1e-04_1:1e-11_1_1_0.9_0.05_1e-04_1"
"1394" 2794 2355 2794 5205 "1e-12_1_1_0.85_0.05_1e-04_1:1e-11_1_1_0.9_0.05_1e-04_1"
"1395" 3091 2624 3091 5190 "1e-11_1_1_0.85_0.05_1e-04_1:1e-11_1_1_0.9_0.05_1e-04_1"
"1396" 4194 2447 4194 4194 "1e-13_1_1_0.9_0.05_1e-04_1:1e-13_1_1_0.9_0.05_1e-04_1"
"1397" 4261 2690 4261 4193 "1e-12_1_1_0.9_0.05_1e-04_1:1e-13_1_1_0.9_0.05_1e-04_1"
"1398" 5120 3072 5120 4179 "1e-11_1_1_0.9_0.05_1e-04_1:1e-13_1_1_0.9_0.05_1e-04_1"
"1399" 4193 2690 4193 4261 "1e-13_1_1_0.9_0.05_1e-04_1:1e-12_1_1_0.9_0.05_1e-04_1"
"1400" 4260 2803 4260 4260 "1e-12_1_1_0.9_0.05_1e-04_1:1e-12_1_1_0.9_0.05_1e-04_1"
"1401" 5118 3116 5118 4245 "1e-11_1_1_0.9_0.05_1e-04_1:1e-12_1_1_0.9_0.05_1e-04_1"
"1402" 4179 3072 4179 5120 "1e-13_1_1_0.9_0.05_1e-04_1:1e-11_1_1_0.9_0.05_1e-04_1"
"1403" 4245 3116 4245 5118 "1e-12_1_1_0.9_0.05_1e-04_1:1e-11_1_1_0.9_0.05_1e-04_1"
"1404" 5063 3578 5063 5063 "1e-11_1_1_0.9_0.05_1e-04_1:1e-11_1_1_0.9_0.05_1e-04_1"
"1405" 8193 3392 8193 4085 "1e-13_1_1_0.95_0.05_1e-04_1:1e-13_1_1_0.9_0.05_1e-04_1"
"1406" 8472 3748 8472 4088 "1e-12_1_1_0.95_0.05_1e-04_1:1e-13_1_1_0.9_0.05_1e-04_1"
"1407" 12959 4366 12959 4170 "1e-11_1_1_0.95_0.05_1e-04_1:1e-13_1_1_0.9_0.05_1e-04_1"
"1408" 8192 3752 8192 4154 "1e-13_1_1_0.95_0.05_1e-04_1:1e-12_1_1_0.9_0.05_1e-04_1"
"1409" 8471 3931 8471 4152 "1e-12_1_1_0.95_0.05_1e-04_1:1e-12_1_1_0.9_0.05_1e-04_1"
"1410" 12957 4454 12957 4241 "1e-11_1_1_0.95_0.05_1e-04_1:1e-12_1_1_0.9_0.05_1e-04_1"
"1411" 8184 4380 8184 5120 "1e-13_1_1_0.95_0.05_1e-04_1:1e-11_1_1_0.9_0.05_1e-04_1"
"1412" 8460 4470 8460 5142 "1e-12_1_1_0.95_0.05_1e-04_1:1e-11_1_1_0.9_0.05_1e-04_1"
"1413" 12889 5489 12889 5176 "1e-11_1_1_0.95_0.05_1e-04_1:1e-11_1_1_0.9_0.05_1e-04_1"
"1414" 15525 4123 15525 3986 "1e-13_1_1_0.975_0.05_1e-04_1:1e-13_1_1_0.9_0.05_1e-04_1"
"1415" 16589 4596 16589 4087 "1e-12_1_1_0.975_0.05_1e-04_1:1e-13_1_1_0.9_0.05_1e-04_1"
"1416" 55591 5633 55591 4774 "1e-11_1_1_0.975_0.05_1e-04_1:1e-13_1_1_0.9_0.05_1e-04_1"
