"O" "X" "Y" "XY" "R" "precis" "steady" "time" "steps" "ID"
"18" 10000.0000366884 99866813.4016475 0 0 0.123186598315646 1.27933130755764e-09 1 222316.153644473 290 "1e-12_1_1_1_0_1e-08_1:0_1_1_0_0_1e-08_1"
"19" 999.999990399562 99875813.401694 0 0 0.123186598315646 3.64914232164892e-09 1 26245.6447825712 275 "1e-11_1_1_1_0_1e-08_1:0_1_1_0_0_1e-08_1"
"20" 417.755233117586 99882399.1309254 0 0 0.117183113841242 1.97780480708232e-09 1 26214.340386723 263 "1e-13_1_1_1.05_0_1e-08_1:0_1_1_0_0_1e-08_1"
"21" 402.617630563389 99882414.2693944 0 0 0.11718311297573 8.81643202887972e-10 1 22916.0720961247 268 "1e-12_1_1_1.05_0_1e-08_1:0_1_1_0_0_1e-08_1"
"22" 295.530448990634 99882521.362698 0 0 0.117183106852883 1.35350450847227e-09 1 10785.700903168 256 "1e-11_1_1_1.05_0_1e-08_1:0_1_1_0_0_1e-08_1"
"23" 99876813.4016836 2.75529447284841e-07 0 0 0.123186598315646 9.71102141146887e-10 1 5550.11520680132 488 "1e-13_1_1_0.85_0_1e-06_1:0_1_1_0_0_1e-06_1"
"24" 99876813.4016819 3.49195328921562e-06 0 0 0.123186598315646 5.84488474761498e-09 1 5239.49159499981 514 "1e-12_1_1_0.85_0_1e-06_1:0_1_1_0_0_1e-06_1"
"25" 99876813.4016808 3.18687302132168e-06 0 0 0.123186598315647 8.1650218186404e-09 1 5935.23796165808 538 "1e-11_1_1_0.85_0_1e-06_1:0_1_1_0_0_1e-06_1"
"26" 85840.5340408289 99768623.9245228 0 0 0.145535541436296 4.12001810445872e-10 1 91622.504703596 277 "1e-10_1_1_0.85_0_1e-06_1:0_1_1_0_0_1e-06_1"
"27" 99876813.4016804 4.16936963866592e-06 0 0 0.123186598315647 8.43846678251585e-09 1 7738.51054895059 499 "1e-13_1_1_0.9_0_1e-06_1:0_1_1_0_0_1e-06_1"
"28" 99876813.401678 6.80703294121342e-06 0 0 0.123186598315647 8.77298402991145e-09 1 7780.43573539162 465 "1e-12_1_1_0.9_0_1e-06_1:0_1_1_0_0_1e-06_1"
"29" 99876813.401681 4.29634442328287e-06 0 0 0.123186598315646 9.32548650384232e-09 1 9567.3111744164 494 "1e-11_1_1_0.9_0_1e-06_1:0_1_1_0_0_1e-06_1"
"30" 22538.011412762 99840215.8082585 0 0 0.137246180328792 2.7807582014816e-09 1 36183.3262303328 286 "1e-10_1_1_0.9_0_1e-06_1:0_1_1_0_0_1e-06_1"
"31" 99876813.4016835 2.14975734276271e-07 0 0 0.123186598315647 7.37103216159474e-09 1 17018.0431996617 509 "1e-13_1_1_0.95_0_1e-06_1:0_1_1_0_0_1e-06_1"
"32" 99876813.4016842 2.76533316456663e-06 0 0 0.123186598315647 6.48873191040222e-09 1 16205.1060906019 493 "1e-12_1_1_0.95_0_1e-06_1:0_1_1_0_0_1e-06_1"
"33" 99876813.4016789 5.47976961866251e-06 0 0 0.123186598315647 4.27816001543381e-09 1 24888.6150706834 481 "1e-11_1_1_0.95_0_1e-06_1:0_1_1_0_0_1e-06_1"
"34" 13577.6980678826 99856584.7899404 0 0 0.129837511991653 6.44942073080301e-09 1 48995.7073197296 274 "1e-10_1_1_0.95_0_1e-06_1:0_1_1_0_0_1e-06_1"
"35" 99876813.401677 8.56678718353558e-06 0 0 0.123186598315645 9.21975138276876e-09 1 29893.0354937664 482 "1e-13_1_1_0.975_0_1e-06_1:0_1_1_0_0_1e-06_1"
"36" 99876813.401685 9.22977869093773e-07 0 0 0.123186598315647 8.20363779029794e-09 1 34621.1756392322 497 "1e-12_1_1_0.975_0_1e-06_1:0_1_1_0_0_1e-06_1"
"37" 99876813.4015877 9.96549669916271e-05 0 0 0.123186598315649 8.05128443269646e-09 1 129411.085713825 489 "1e-11_1_1_0.975_0_1e-06_1:0_1_1_0_0_1e-06_1"
"38" 11472.7189525399 99862102.5677606 0 0 0.126424713286856 1.30171962098302e-10 1 34389.4208531626 286 "1e-10_1_1_0.975_0_1e-06_1:0_1_1_0_0_1e-06_1"
"39" 9999999.99989711 89876813.4017872 0 0 0.123186598315646 5.32873833947178e-10 1 28763758.7763722 303 "1e-13_1_1_1_0_1e-06_1:0_1_1_0_0_1e-06_1"
"40" 999999.999976365 98876813.401708 0 0 0.123186598315646 7.47053263694397e-10 1 2386269.94777262 291 "1e-12_1_1_1_0_1e-06_1:0_1_1_0_0_1e-06_1"
"41" 99999.9999997461 99776813.4016846 0 0 0.123186598315646 1.86264514923096e-10 1 200464.635130808 277 "1e-11_1_1_1_0_1e-06_1:0_1_1_0_0_1e-06_1"
"42" 41774.7019559578 99841039.8195181 0 0 0.117185478525936 2.20182823085224e-09 1 76363.8421946844 278 "1e-13_1_1_1.05_0_1e-06_1:0_1_1_0_0_1e-06_1"
"43" 40261.0277250378 99842553.580299 0 0 0.117185391976221 7.82640476870711e-09 1 18818.3634693668 264 "1e-12_1_1_1.05_0_1e-06_1:0_1_1_0_0_1e-06_1"
