"alone1" "alone2" "intra1fx" "intra2fx" "inter1fx" "inter2fx" "fit_alone1" "fit_alone2" "epis" "loss" "loss2" "p1" "p2" "comb" "intra1" "intra2" "inter1" "inter2" "fitness" "cotransf" "exx1fx" "exx2fx" "lossXY" "time"
"1e-11_1_1_0.975_0.05_1e-08_1:1e-12_1_1_0.9_0.05_1e-08_1" 1e-11 1e-12 1 1 1 1 0.975 0.9 0.05 1e-08 1 "1e-11_1_1_0.975_0.05_1e-08_1" "1e-12_1_1_0.9_0.05_1e-08_1" "1e-11_1_1_0.975_0.05_1e-08_1:1e-12_1_1_0.9_0.05_1e-08_1" 1e-11 1e-12 1e-11 1e-12 0.9275 1e-12 1e-11 1e-12 1e-08 150612
"1e-13_1_1_0.975_0.05_1e-08_1:1e-11_1_1_0.9_0.05_1e-08_1" 1e-13 1e-11 1 1 1 1 0.975 0.9 0.05 1e-08 1 "1e-13_1_1_0.975_0.05_1e-08_1" "1e-11_1_1_0.9_0.05_1e-08_1" "1e-13_1_1_0.975_0.05_1e-08_1:1e-11_1_1_0.9_0.05_1e-08_1" 1e-13 1e-11 1e-13 1e-11 0.9275 1e-13 1e-13 1e-11 1e-08 36450
"1e-12_1_1_0.975_0.05_1e-08_1:1e-11_1_1_0.9_0.05_1e-08_1" 1e-12 1e-11 1 1 1 1 0.975 0.9 0.05 1e-08 1 "1e-12_1_1_0.975_0.05_1e-08_1" "1e-11_1_1_0.9_0.05_1e-08_1" "1e-12_1_1_0.975_0.05_1e-08_1:1e-11_1_1_0.9_0.05_1e-08_1" 1e-12 1e-11 1e-12 1e-11 0.9275 1e-12 1e-12 1e-11 1e-08 38204
"1e-11_1_1_0.975_0.05_1e-08_1:1e-11_1_1_0.9_0.05_1e-08_1" 1e-11 1e-11 1 1 1 1 0.975 0.9 0.05 1e-08 1 "1e-11_1_1_0.975_0.05_1e-08_1" "1e-11_1_1_0.9_0.05_1e-08_1" "1e-11_1_1_0.975_0.05_1e-08_1:1e-11_1_1_0.9_0.05_1e-08_1" 1e-11 1e-11 1e-11 1e-11 0.9275 1e-11 1e-11 1e-11 1e-08 165984
"1e-13_1_1_0.85_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-13 1e-13 1 1 1 1 0.85 0.95 0.05 1e-08 1 "1e-13_1_1_0.85_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.85_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-13 1e-13 1e-13 1e-13 0.8575 1e-13 1e-13 1e-13 1e-08 16801
"1e-12_1_1_0.85_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-12 1e-13 1 1 1 1 0.85 0.95 0.05 1e-08 1 "1e-12_1_1_0.85_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.85_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-12 1e-13 1e-12 1e-13 0.8575 1e-13 1e-12 1e-13 1e-08 18277
"1e-11_1_1_0.85_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-11 1e-13 1 1 1 1 0.85 0.95 0.05 1e-08 1 "1e-11_1_1_0.85_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.85_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-11 1e-13 1e-11 1e-13 0.8575 1e-13 1e-11 1e-13 1e-08 16630
"1e-13_1_1_0.85_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-13 1e-12 1 1 1 1 0.85 0.95 0.05 1e-08 1 "1e-13_1_1_0.85_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.85_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-13 1e-12 1e-13 1e-12 0.8575 1e-13 1e-13 1e-12 1e-08 17426
"1e-12_1_1_0.85_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-12 1e-12 1 1 1 1 0.85 0.95 0.05 1e-08 1 "1e-12_1_1_0.85_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.85_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-12 1e-12 1e-12 1e-12 0.8575 1e-12 1e-12 1e-12 1e-08 17497
"1e-11_1_1_0.85_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-11 1e-12 1 1 1 1 0.85 0.95 0.05 1e-08 1 "1e-11_1_1_0.85_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.85_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-11 1e-12 1e-11 1e-12 0.8575 1e-12 1e-11 1e-12 1e-08 17253
"1e-13_1_1_0.85_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-13 1e-11 1 1 1 1 0.85 0.95 0.05 1e-08 1 "1e-13_1_1_0.85_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.85_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-13 1e-11 1e-13 1e-11 0.8575 1e-13 1e-13 1e-11 1e-08 27474
"1e-12_1_1_0.85_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-12 1e-11 1 1 1 1 0.85 0.95 0.05 1e-08 1 "1e-12_1_1_0.85_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.85_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-12 1e-11 1e-12 1e-11 0.8575 1e-12 1e-12 1e-11 1e-08 33267
"1e-11_1_1_0.85_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-11 1e-11 1 1 1 1 0.85 0.95 0.05 1e-08 1 "1e-11_1_1_0.85_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.85_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-11 1e-11 1e-11 1e-11 0.8575 1e-11 1e-11 1e-11 1e-08 42274
"1e-13_1_1_0.9_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-13 1e-13 1 1 1 1 0.9 0.95 0.05 1e-08 1 "1e-13_1_1_0.9_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.9_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-13 1e-13 1e-13 1e-13 0.905 1e-13 1e-13 1e-13 1e-08 16958
"1e-12_1_1_0.9_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-12 1e-13 1 1 1 1 0.9 0.95 0.05 1e-08 1 "1e-12_1_1_0.9_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.9_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-12 1e-13 1e-12 1e-13 0.905 1e-13 1e-12 1e-13 1e-08 16701
"1e-11_1_1_0.9_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-11 1e-13 1 1 1 1 0.9 0.95 0.05 1e-08 1 "1e-11_1_1_0.9_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.9_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-11 1e-13 1e-11 1e-13 0.905 1e-13 1e-11 1e-13 1e-08 16905
"1e-13_1_1_0.9_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-13 1e-12 1 1 1 1 0.9 0.95 0.05 1e-08 1 "1e-13_1_1_0.9_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.9_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-13 1e-12 1e-13 1e-12 0.905 1e-13 1e-13 1e-12 1e-08 17406
"1e-12_1_1_0.9_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-12 1e-12 1 1 1 1 0.9 0.95 0.05 1e-08 1 "1e-12_1_1_0.9_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.9_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-12 1e-12 1e-12 1e-12 0.905 1e-12 1e-12 1e-12 1e-08 17558
"1e-11_1_1_0.9_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-11 1e-12 1 1 1 1 0.9 0.95 0.05 1e-08 1 "1e-11_1_1_0.9_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.9_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-11 1e-12 1e-11 1e-12 0.905 1e-12 1e-11 1e-12 1e-08 17354
"1e-13_1_1_0.9_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-13 1e-11 1 1 1 1 0.9 0.95 0.05 1e-08 1 "1e-13_1_1_0.9_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.9_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-13 1e-11 1e-13 1e-11 0.905 1e-13 1e-13 1e-11 1e-08 29006
"1e-12_1_1_0.9_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-12 1e-11 1 1 1 1 0.9 0.95 0.05 1e-08 1 "1e-12_1_1_0.9_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.9_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-12 1e-11 1e-12 1e-11 0.905 1e-12 1e-12 1e-11 1e-08 27255
"1e-11_1_1_0.9_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-11 1e-11 1 1 1 1 0.9 0.95 0.05 1e-08 1 "1e-11_1_1_0.9_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.9_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-11 1e-11 1e-11 1e-11 0.905 1e-11 1e-11 1e-11 1e-08 32582
"1e-13_1_1_0.95_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-13 1e-13 1 1 1 1 0.95 0.95 0.05 1e-08 1 "1e-13_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-13 1e-13 1e-13 1e-13 0.9525 1e-13 1e-13 1e-13 1e-08 17156
"1e-12_1_1_0.95_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-12 1e-13 1 1 1 1 0.95 0.95 0.05 1e-08 1 "1e-12_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-12 1e-13 1e-12 1e-13 0.9525 1e-13 1e-12 1e-13 1e-08 17386
"1e-11_1_1_0.95_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-11 1e-13 1 1 1 1 0.95 0.95 0.05 1e-08 1 "1e-11_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-11 1e-13 1e-11 1e-13 0.9525 1e-13 1e-11 1e-13 1e-08 27594
"1e-13_1_1_0.95_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-13 1e-12 1 1 1 1 0.95 0.95 0.05 1e-08 1 "1e-13_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-13 1e-12 1e-13 1e-12 0.9525 1e-13 1e-13 1e-12 1e-08 17571
"1e-12_1_1_0.95_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-12 1e-12 1 1 1 1 0.95 0.95 0.05 1e-08 1 "1e-12_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-12 1e-12 1e-12 1e-12 0.9525 1e-12 1e-12 1e-12 1e-08 17658
"1e-11_1_1_0.95_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-11 1e-12 1 1 1 1 0.95 0.95 0.05 1e-08 1 "1e-11_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-11 1e-12 1e-11 1e-12 0.9525 1e-12 1e-11 1e-12 1e-08 33855
"1e-13_1_1_0.95_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-13 1e-11 1 1 1 1 0.95 0.95 0.05 1e-08 1 "1e-13_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-13 1e-11 1e-13 1e-11 0.9525 1e-13 1e-13 1e-11 1e-08 27158
"1e-12_1_1_0.95_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-12 1e-11 1 1 1 1 0.95 0.95 0.05 1e-08 1 "1e-12_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-12 1e-11 1e-12 1e-11 0.9525 1e-12 1e-12 1e-11 1e-08 29860
"1e-11_1_1_0.95_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-11 1e-11 1 1 1 1 0.95 0.95 0.05 1e-08 1 "1e-11_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-11 1e-11 1e-11 1e-11 0.9525 1e-11 1e-11 1e-11 1e-08 29669
"1e-13_1_1_0.975_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-13 1e-13 1 1 1 1 0.975 0.95 0.05 1e-08 1 "1e-13_1_1_0.975_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.975_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-13 1e-13 1e-13 1e-13 0.97625 1e-13 1e-13 1e-13 1e-08 36097
"1e-12_1_1_0.975_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-12 1e-13 1 1 1 1 0.975 0.95 0.05 1e-08 1 "1e-12_1_1_0.975_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.975_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-12 1e-13 1e-12 1e-13 0.97625 1e-13 1e-12 1e-13 1e-08 35459
"1e-11_1_1_0.975_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-11 1e-13 1 1 1 1 0.975 0.95 0.05 1e-08 1 "1e-11_1_1_0.975_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.975_0.05_1e-08_1:1e-13_1_1_0.95_0.05_1e-08_1" 1e-11 1e-13 1e-11 1e-13 0.97625 1e-13 1e-11 1e-13 1e-08 149156
"1e-13_1_1_0.975_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-13 1e-12 1 1 1 1 0.975 0.95 0.05 1e-08 1 "1e-13_1_1_0.975_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.975_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-13 1e-12 1e-13 1e-12 0.97625 1e-13 1e-13 1e-12 1e-08 42822
"1e-12_1_1_0.975_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-12 1e-12 1 1 1 1 0.975 0.95 0.05 1e-08 1 "1e-12_1_1_0.975_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.975_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-12 1e-12 1e-12 1e-12 0.97625 1e-12 1e-12 1e-12 1e-08 41123
"1e-11_1_1_0.975_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-11 1e-12 1 1 1 1 0.975 0.95 0.05 1e-08 1 "1e-11_1_1_0.975_0.05_1e-08_1" "1e-12_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.975_0.05_1e-08_1:1e-12_1_1_0.95_0.05_1e-08_1" 1e-11 1e-12 1e-11 1e-12 0.97625 1e-12 1e-11 1e-12 1e-08 170642
"1e-13_1_1_0.975_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-13 1e-11 1 1 1 1 0.975 0.95 0.05 1e-08 1 "1e-13_1_1_0.975_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.975_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-13 1e-11 1e-13 1e-11 0.97625 1e-13 1e-13 1e-11 1e-08 73634
"1e-12_1_1_0.975_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-12 1e-11 1 1 1 1 0.975 0.95 0.05 1e-08 1 "1e-12_1_1_0.975_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1" "1e-12_1_1_0.975_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-12 1e-11 1e-12 1e-11 0.97625 1e-12 1e-12 1e-11 1e-08 72727
"1e-11_1_1_0.975_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-11 1e-11 1 1 1 1 0.975 0.95 0.05 1e-08 1 "1e-11_1_1_0.975_0.05_1e-08_1" "1e-11_1_1_0.95_0.05_1e-08_1" "1e-11_1_1_0.975_0.05_1e-08_1:1e-11_1_1_0.95_0.05_1e-08_1" 1e-11 1e-11 1e-11 1e-11 0.97625 1e-11 1e-11 1e-11 1e-08 196153
"1e-13_1_1_0.85_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-13 1e-13 1 1 1 1 0.85 0.975 0.05 1e-08 1 "1e-13_1_1_0.85_0.05_1e-08_1" "1e-13_1_1_0.975_0.05_1e-08_1" "1e-13_1_1_0.85_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-13 1e-13 1e-13 1e-13 0.87875 1e-13 1e-13 1e-13 1e-08 33225
"1e-12_1_1_0.85_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-12 1e-13 1 1 1 1 0.85 0.975 0.05 1e-08 1 "1e-12_1_1_0.85_0.05_1e-08_1" "1e-13_1_1_0.975_0.05_1e-08_1" "1e-12_1_1_0.85_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-12 1e-13 1e-12 1e-13 0.87875 1e-13 1e-12 1e-13 1e-08 39843
"1e-11_1_1_0.85_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-11 1e-13 1 1 1 1 0.85 0.975 0.05 1e-08 1 "1e-11_1_1_0.85_0.05_1e-08_1" "1e-13_1_1_0.975_0.05_1e-08_1" "1e-11_1_1_0.85_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-11 1e-13 1e-11 1e-13 0.87875 1e-13 1e-11 1e-13 1e-08 33912
"1e-13_1_1_0.85_0.05_1e-08_1:1e-12_1_1_0.975_0.05_1e-08_1" 1e-13 1e-12 1 1 1 1 0.85 0.975 0.05 1e-08 1 "1e-13_1_1_0.85_0.05_1e-08_1" "1e-12_1_1_0.975_0.05_1e-08_1" "1e-13_1_1_0.85_0.05_1e-08_1:1e-12_1_1_0.975_0.05_1e-08_1" 1e-13 1e-12 1e-13 1e-12 0.87875 1e-13 1e-13 1e-12 1e-08 40104
"1e-12_1_1_0.85_0.05_1e-08_1:1e-12_1_1_0.975_0.05_1e-08_1" 1e-12 1e-12 1 1 1 1 0.85 0.975 0.05 1e-08 1 "1e-12_1_1_0.85_0.05_1e-08_1" "1e-12_1_1_0.975_0.05_1e-08_1" "1e-12_1_1_0.85_0.05_1e-08_1:1e-12_1_1_0.975_0.05_1e-08_1" 1e-12 1e-12 1e-12 1e-12 0.87875 1e-12 1e-12 1e-12 1e-08 38265
"1e-11_1_1_0.85_0.05_1e-08_1:1e-12_1_1_0.975_0.05_1e-08_1" 1e-11 1e-12 1 1 1 1 0.85 0.975 0.05 1e-08 1 "1e-11_1_1_0.85_0.05_1e-08_1" "1e-12_1_1_0.975_0.05_1e-08_1" "1e-11_1_1_0.85_0.05_1e-08_1:1e-12_1_1_0.975_0.05_1e-08_1" 1e-11 1e-12 1e-11 1e-12 0.87875 1e-12 1e-11 1e-12 1e-08 38329
"1e-13_1_1_0.85_0.05_1e-08_1:1e-11_1_1_0.975_0.05_1e-08_1" 1e-13 1e-11 1 1 1 1 0.85 0.975 0.05 1e-08 1 "1e-13_1_1_0.85_0.05_1e-08_1" "1e-11_1_1_0.975_0.05_1e-08_1" "1e-13_1_1_0.85_0.05_1e-08_1:1e-11_1_1_0.975_0.05_1e-08_1" 1e-13 1e-11 1e-13 1e-11 0.87875 1e-13 1e-13 1e-11 1e-08 148278
"1e-12_1_1_0.85_0.05_1e-08_1:1e-11_1_1_0.975_0.05_1e-08_1" 1e-12 1e-11 1 1 1 1 0.85 0.975 0.05 1e-08 1 "1e-12_1_1_0.85_0.05_1e-08_1" "1e-11_1_1_0.975_0.05_1e-08_1" "1e-12_1_1_0.85_0.05_1e-08_1:1e-11_1_1_0.975_0.05_1e-08_1" 1e-12 1e-11 1e-12 1e-11 0.87875 1e-12 1e-12 1e-11 1e-08 148898
"1e-11_1_1_0.85_0.05_1e-08_1:1e-11_1_1_0.975_0.05_1e-08_1" 1e-11 1e-11 1 1 1 1 0.85 0.975 0.05 1e-08 1 "1e-11_1_1_0.85_0.05_1e-08_1" "1e-11_1_1_0.975_0.05_1e-08_1" "1e-11_1_1_0.85_0.05_1e-08_1:1e-11_1_1_0.975_0.05_1e-08_1" 1e-11 1e-11 1e-11 1e-11 0.87875 1e-11 1e-11 1e-11 1e-08 150994
"1e-13_1_1_0.9_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-13 1e-13 1 1 1 1 0.9 0.975 0.05 1e-08 1 "1e-13_1_1_0.9_0.05_1e-08_1" "1e-13_1_1_0.975_0.05_1e-08_1" "1e-13_1_1_0.9_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-13 1e-13 1e-13 1e-13 0.9275 1e-13 1e-13 1e-13 1e-08 39854
"1e-12_1_1_0.9_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-12 1e-13 1 1 1 1 0.9 0.975 0.05 1e-08 1 "1e-12_1_1_0.9_0.05_1e-08_1" "1e-13_1_1_0.975_0.05_1e-08_1" "1e-12_1_1_0.9_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-12 1e-13 1e-12 1e-13 0.9275 1e-13 1e-12 1e-13 1e-08 33266
"1e-11_1_1_0.9_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-11 1e-13 1 1 1 1 0.9 0.975 0.05 1e-08 1 "1e-11_1_1_0.9_0.05_1e-08_1" "1e-13_1_1_0.975_0.05_1e-08_1" "1e-11_1_1_0.9_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-11 1e-13 1e-11 1e-13 0.9275 1e-13 1e-11 1e-13 1e-08 35106
"1e-13_1_1_0.9_0.05_1e-08_1:1e-12_1_1_0.975_0.05_1e-08_1" 1e-13 1e-12 1 1 1 1 0.9 0.975 0.05 1e-08 1 "1e-13_1_1_0.9_0.05_1e-08_1" "1e-12_1_1_0.975_0.05_1e-08_1" "1e-13_1_1_0.9_0.05_1e-08_1:1e-12_1_1_0.975_0.05_1e-08_1" 1e-13 1e-12 1e-13 1e-12 0.9275 1e-13 1e-13 1e-12 1e-08 35803
"1e-12_1_1_0.9_0.05_1e-08_1:1e-12_1_1_0.975_0.05_1e-08_1" 1e-12 1e-12 1 1 1 1 0.9 0.975 0.05 1e-08 1 "1e-12_1_1_0.9_0.05_1e-08_1" "1e-12_1_1_0.975_0.05_1e-08_1" "1e-12_1_1_0.9_0.05_1e-08_1:1e-12_1_1_0.975_0.05_1e-08_1" 1e-12 1e-12 1e-12 1e-12 0.9275 1e-12 1e-12 1e-12 1e-08 41386
"1e-11_1_1_0.9_0.05_1e-08_1:1e-12_1_1_0.975_0.05_1e-08_1" 1e-11 1e-12 1 1 1 1 0.9 0.975 0.05 1e-08 1 "1e-11_1_1_0.9_0.05_1e-08_1" "1e-12_1_1_0.975_0.05_1e-08_1" "1e-11_1_1_0.9_0.05_1e-08_1:1e-12_1_1_0.975_0.05_1e-08_1" 1e-11 1e-12 1e-11 1e-12 0.9275 1e-12 1e-11 1e-12 1e-08 35706
"1e-13_1_1_0.9_0.05_1e-08_1:1e-11_1_1_0.975_0.05_1e-08_1" 1e-13 1e-11 1 1 1 1 0.9 0.975 0.05 1e-08 1 "1e-13_1_1_0.9_0.05_1e-08_1" "1e-11_1_1_0.975_0.05_1e-08_1" "1e-13_1_1_0.9_0.05_1e-08_1:1e-11_1_1_0.975_0.05_1e-08_1" 1e-13 1e-11 1e-13 1e-11 0.9275 1e-13 1e-13 1e-11 1e-08 148216
"1e-12_1_1_0.9_0.05_1e-08_1:1e-11_1_1_0.975_0.05_1e-08_1" 1e-12 1e-11 1 1 1 1 0.9 0.975 0.05 1e-08 1 "1e-12_1_1_0.9_0.05_1e-08_1" "1e-11_1_1_0.975_0.05_1e-08_1" "1e-12_1_1_0.9_0.05_1e-08_1:1e-11_1_1_0.975_0.05_1e-08_1" 1e-12 1e-11 1e-12 1e-11 0.9275 1e-12 1e-12 1e-11 1e-08 172843
"1e-11_1_1_0.9_0.05_1e-08_1:1e-11_1_1_0.975_0.05_1e-08_1" 1e-11 1e-11 1 1 1 1 0.9 0.975 0.05 1e-08 1 "1e-11_1_1_0.9_0.05_1e-08_1" "1e-11_1_1_0.975_0.05_1e-08_1" "1e-11_1_1_0.9_0.05_1e-08_1:1e-11_1_1_0.975_0.05_1e-08_1" 1e-11 1e-11 1e-11 1e-11 0.9275 1e-11 1e-11 1e-11 1e-08 157387
"1e-13_1_1_0.95_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-13 1e-13 1 1 1 1 0.95 0.975 0.05 1e-08 1 "1e-13_1_1_0.95_0.05_1e-08_1" "1e-13_1_1_0.975_0.05_1e-08_1" "1e-13_1_1_0.95_0.05_1e-08_1:1e-13_1_1_0.975_0.05_1e-08_1" 1e-13 1e-13 1e-13 1e-13 0.97625 1e-13 1e-13 1e-13 1e-08 32352
