"alone1" "alone2" "intra1fx" "intra2fx" "inter1fx" "inter2fx" "fit_alone1" "fit_alone2" "epis" "loss" "loss2" "p1" "p2" "comb" "intra1" "intra2" "inter1" "inter2" "fitness" "cotransf" "exx1fx" "exx2fx" "lossXY" "time"
"1e-12_1_1_0.95_0_1e-04_1:1e-12_0.001_1_0.975_0_1e-04_1" 1e-12 1e-12 1 0.001 1 1 0.95 0.975 0 1e-04 1 "1e-12_1_1_0.95_0_1e-04_1" "1e-12_0.001_1_0.975_0_1e-04_1" "1e-12_1_1_0.95_0_1e-04_1:1e-12_0.001_1_0.975_0_1e-04_1" 1e-12 1e-15 1e-12 1e-12 0.92625 1e-15 1e-12 1e-15 1e-04 25060
"1e-11_1_1_0.95_0_1e-04_1:1e-12_0.001_1_0.975_0_1e-04_1" 1e-11 1e-12 1 0.001 1 1 0.95 0.975 0 1e-04 1 "1e-11_1_1_0.95_0_1e-04_1" "1e-12_0.001_1_0.975_0_1e-04_1" "1e-11_1_1_0.95_0_1e-04_1:1e-12_0.001_1_0.975_0_1e-04_1" 1e-11 1e-15 1e-11 1e-12 0.92625 1e-15 1e-11 1e-15 1e-04 28865
"1e-13_1_1_0.95_0_1e-04_1:1e-11_0.001_1_0.975_0_1e-04_1" 1e-13 1e-11 1 0.001 1 1 0.95 0.975 0 1e-04 1 "1e-13_1_1_0.95_0_1e-04_1" "1e-11_0.001_1_0.975_0_1e-04_1" "1e-13_1_1_0.95_0_1e-04_1:1e-11_0.001_1_0.975_0_1e-04_1" 1e-13 1e-14 1e-13 1e-11 0.92625 1e-14 1e-13 1e-14 1e-04 93844
"1e-12_1_1_0.95_0_1e-04_1:1e-11_0.001_1_0.975_0_1e-04_1" 1e-12 1e-11 1 0.001 1 1 0.95 0.975 0 1e-04 1 "1e-12_1_1_0.95_0_1e-04_1" "1e-11_0.001_1_0.975_0_1e-04_1" "1e-12_1_1_0.95_0_1e-04_1:1e-11_0.001_1_0.975_0_1e-04_1" 1e-12 1e-14 1e-12 1e-11 0.92625 1e-14 1e-12 1e-14 1e-04 121352
"1e-11_1_1_0.95_0_1e-04_1:1e-11_0.001_1_0.975_0_1e-04_1" 1e-11 1e-11 1 0.001 1 1 0.95 0.975 0 1e-04 1 "1e-11_1_1_0.95_0_1e-04_1" "1e-11_0.001_1_0.975_0_1e-04_1" "1e-11_1_1_0.95_0_1e-04_1:1e-11_0.001_1_0.975_0_1e-04_1" 1e-11 1e-14 1e-11 1e-11 0.92625 1e-14 1e-11 1e-14 1e-04 94804
"1e-13_1_1_0.95_0_1e-04_1:1e-13_10_1_0.975_0_1e-04_1" 1e-13 1e-13 1 10 1 1 0.95 0.975 0 1e-04 1 "1e-13_1_1_0.95_0_1e-04_1" "1e-13_10_1_0.975_0_1e-04_1" "1e-13_1_1_0.95_0_1e-04_1:1e-13_10_1_0.975_0_1e-04_1" 1e-13 1e-12 1e-13 1e-13 0.92625 1e-13 1e-13 1e-13 1e-04 23618
"1e-12_1_1_0.95_0_1e-04_1:1e-13_10_1_0.975_0_1e-04_1" 1e-12 1e-13 1 10 1 1 0.95 0.975 0 1e-04 1 "1e-12_1_1_0.95_0_1e-04_1" "1e-13_10_1_0.975_0_1e-04_1" "1e-12_1_1_0.95_0_1e-04_1:1e-13_10_1_0.975_0_1e-04_1" 1e-12 1e-12 1e-12 1e-13 0.92625 1e-12 1e-12 1e-13 1e-04 24849
"1e-11_1_1_0.95_0_1e-04_1:1e-13_10_1_0.975_0_1e-04_1" 1e-11 1e-13 1 10 1 1 0.95 0.975 0 1e-04 1 "1e-11_1_1_0.95_0_1e-04_1" "1e-13_10_1_0.975_0_1e-04_1" "1e-11_1_1_0.95_0_1e-04_1:1e-13_10_1_0.975_0_1e-04_1" 1e-11 1e-12 1e-11 1e-13 0.92625 1e-12 1e-11 1e-13 1e-04 23937
"1e-13_1_1_0.95_0_1e-04_1:1e-12_10_1_0.975_0_1e-04_1" 1e-13 1e-12 1 10 1 1 0.95 0.975 0 1e-04 1 "1e-13_1_1_0.95_0_1e-04_1" "1e-12_10_1_0.975_0_1e-04_1" "1e-13_1_1_0.95_0_1e-04_1:1e-12_10_1_0.975_0_1e-04_1" 1e-13 1e-11 1e-13 1e-12 0.92625 1e-13 1e-13 1e-12 1e-04 25816
"1e-12_1_1_0.95_0_1e-04_1:1e-12_10_1_0.975_0_1e-04_1" 1e-12 1e-12 1 10 1 1 0.95 0.975 0 1e-04 1 "1e-12_1_1_0.95_0_1e-04_1" "1e-12_10_1_0.975_0_1e-04_1" "1e-12_1_1_0.95_0_1e-04_1:1e-12_10_1_0.975_0_1e-04_1" 1e-12 1e-11 1e-12 1e-12 0.92625 1e-12 1e-12 1e-12 1e-04 26552
"1e-11_1_1_0.95_0_1e-04_1:1e-12_10_1_0.975_0_1e-04_1" 1e-11 1e-12 1 10 1 1 0.95 0.975 0 1e-04 1 "1e-11_1_1_0.95_0_1e-04_1" "1e-12_10_1_0.975_0_1e-04_1" "1e-11_1_1_0.95_0_1e-04_1:1e-12_10_1_0.975_0_1e-04_1" 1e-11 1e-11 1e-11 1e-12 0.92625 1e-11 1e-11 1e-12 1e-04 36715
"1e-13_1_1_0.95_0_1e-04_1:1e-11_10_1_0.975_0_1e-04_1" 1e-13 1e-11 1 10 1 1 0.95 0.975 0 1e-04 1 "1e-13_1_1_0.95_0_1e-04_1" "1e-11_10_1_0.975_0_1e-04_1" "1e-13_1_1_0.95_0_1e-04_1:1e-11_10_1_0.975_0_1e-04_1" 1e-13 1e-10 1e-13 1e-11 0.92625 1e-13 1e-13 1e-11 1e-04 102774
"1e-12_1_1_0.95_0_1e-04_1:1e-11_10_1_0.975_0_1e-04_1" 1e-12 1e-11 1 10 1 1 0.95 0.975 0 1e-04 1 "1e-12_1_1_0.95_0_1e-04_1" "1e-11_10_1_0.975_0_1e-04_1" "1e-12_1_1_0.95_0_1e-04_1:1e-11_10_1_0.975_0_1e-04_1" 1e-12 1e-10 1e-12 1e-11 0.92625 1e-12 1e-12 1e-11 1e-04 90939
"1e-11_1_1_0.95_0_1e-04_1:1e-11_10_1_0.975_0_1e-04_1" 1e-11 1e-11 1 10 1 1 0.95 0.975 0 1e-04 1 "1e-11_1_1_0.95_0_1e-04_1" "1e-11_10_1_0.975_0_1e-04_1" "1e-11_1_1_0.95_0_1e-04_1:1e-11_10_1_0.975_0_1e-04_1" 1e-11 1e-10 1e-11 1e-11 0.92625 1e-11 1e-11 1e-11 1e-04 84697
"1e-13_1_1_0.975_0_1e-04_1:1e-13_0.001_1_0.975_0_1e-04_1" 1e-13 1e-13 1 0.001 1 1 0.975 0.975 0 1e-04 1 "1e-13_1_1_0.975_0_1e-04_1" "1e-13_0.001_1_0.975_0_1e-04_1" "1e-13_1_1_0.975_0_1e-04_1:1e-13_0.001_1_0.975_0_1e-04_1" 1e-13 1e-16 1e-13 1e-13 0.950625 1e-16 1e-13 1e-16 1e-04 33474
"1e-12_1_1_0.975_0_1e-04_1:1e-13_0.001_1_0.975_0_1e-04_1" 1e-12 1e-13 1 0.001 1 1 0.975 0.975 0 1e-04 1 "1e-12_1_1_0.975_0_1e-04_1" "1e-13_0.001_1_0.975_0_1e-04_1" "1e-12_1_1_0.975_0_1e-04_1:1e-13_0.001_1_0.975_0_1e-04_1" 1e-12 1e-16 1e-12 1e-13 0.950625 1e-16 1e-12 1e-16 1e-04 34244
"1e-11_1_1_0.975_0_1e-04_1:1e-13_0.001_1_0.975_0_1e-04_1" 1e-11 1e-13 1 0.001 1 1 0.975 0.975 0 1e-04 1 "1e-11_1_1_0.975_0_1e-04_1" "1e-13_0.001_1_0.975_0_1e-04_1" "1e-11_1_1_0.975_0_1e-04_1:1e-13_0.001_1_0.975_0_1e-04_1" 1e-11 1e-16 1e-11 1e-13 0.950625 1e-16 1e-11 1e-16 1e-04 145883
"1e-13_1_1_0.975_0_1e-04_1:1e-12_0.001_1_0.975_0_1e-04_1" 1e-13 1e-12 1 0.001 1 1 0.975 0.975 0 1e-04 1 "1e-13_1_1_0.975_0_1e-04_1" "1e-12_0.001_1_0.975_0_1e-04_1" "1e-13_1_1_0.975_0_1e-04_1:1e-12_0.001_1_0.975_0_1e-04_1" 1e-13 1e-15 1e-13 1e-12 0.950625 1e-15 1e-13 1e-15 1e-04 25453
"1e-12_1_1_0.975_0_1e-04_1:1e-12_0.001_1_0.975_0_1e-04_1" 1e-12 1e-12 1 0.001 1 1 0.975 0.975 0 1e-04 1 "1e-12_1_1_0.975_0_1e-04_1" "1e-12_0.001_1_0.975_0_1e-04_1" "1e-12_1_1_0.975_0_1e-04_1:1e-12_0.001_1_0.975_0_1e-04_1" 1e-12 1e-15 1e-12 1e-12 0.950625 1e-15 1e-12 1e-15 1e-04 27237
"1e-11_1_1_0.975_0_1e-04_1:1e-12_0.001_1_0.975_0_1e-04_1" 1e-11 1e-12 1 0.001 1 1 0.975 0.975 0 1e-04 1 "1e-11_1_1_0.975_0_1e-04_1" "1e-12_0.001_1_0.975_0_1e-04_1" "1e-11_1_1_0.975_0_1e-04_1:1e-12_0.001_1_0.975_0_1e-04_1" 1e-11 1e-15 1e-11 1e-12 0.950625 1e-15 1e-11 1e-15 1e-04 95132
"1e-13_1_1_0.975_0_1e-04_1:1e-11_0.001_1_0.975_0_1e-04_1" 1e-13 1e-11 1 0.001 1 1 0.975 0.975 0 1e-04 1 "1e-13_1_1_0.975_0_1e-04_1" "1e-11_0.001_1_0.975_0_1e-04_1" "1e-13_1_1_0.975_0_1e-04_1:1e-11_0.001_1_0.975_0_1e-04_1" 1e-13 1e-14 1e-13 1e-11 0.950625 1e-14 1e-13 1e-14 1e-04 82615
"1e-12_1_1_0.975_0_1e-04_1:1e-11_0.001_1_0.975_0_1e-04_1" 1e-12 1e-11 1 0.001 1 1 0.975 0.975 0 1e-04 1 "1e-12_1_1_0.975_0_1e-04_1" "1e-11_0.001_1_0.975_0_1e-04_1" "1e-12_1_1_0.975_0_1e-04_1:1e-11_0.001_1_0.975_0_1e-04_1" 1e-12 1e-14 1e-12 1e-11 0.950625 1e-14 1e-12 1e-14 1e-04 99069
"1e-11_1_1_0.975_0_1e-04_1:1e-11_0.001_1_0.975_0_1e-04_1" 1e-11 1e-11 1 0.001 1 1 0.975 0.975 0 1e-04 1 "1e-11_1_1_0.975_0_1e-04_1" "1e-11_0.001_1_0.975_0_1e-04_1" "1e-11_1_1_0.975_0_1e-04_1:1e-11_0.001_1_0.975_0_1e-04_1" 1e-11 1e-14 1e-11 1e-11 0.950625 1e-14 1e-11 1e-14 1e-04 83425
"1e-13_1_1_0.975_0_1e-04_1:1e-13_10_1_0.975_0_1e-04_1" 1e-13 1e-13 1 10 1 1 0.975 0.975 0 1e-04 1 "1e-13_1_1_0.975_0_1e-04_1" "1e-13_10_1_0.975_0_1e-04_1" "1e-13_1_1_0.975_0_1e-04_1:1e-13_10_1_0.975_0_1e-04_1" 1e-13 1e-12 1e-13 1e-13 0.950625 1e-13 1e-13 1e-13 1e-04 32516
"1e-12_1_1_0.975_0_1e-04_1:1e-13_10_1_0.975_0_1e-04_1" 1e-12 1e-13 1 10 1 1 0.975 0.975 0 1e-04 1 "1e-12_1_1_0.975_0_1e-04_1" "1e-13_10_1_0.975_0_1e-04_1" "1e-12_1_1_0.975_0_1e-04_1:1e-13_10_1_0.975_0_1e-04_1" 1e-12 1e-12 1e-12 1e-13 0.950625 1e-12 1e-12 1e-13 1e-04 27770
"1e-11_1_1_0.975_0_1e-04_1:1e-13_10_1_0.975_0_1e-04_1" 1e-11 1e-13 1 10 1 1 0.975 0.975 0 1e-04 1 "1e-11_1_1_0.975_0_1e-04_1" "1e-13_10_1_0.975_0_1e-04_1" "1e-11_1_1_0.975_0_1e-04_1:1e-13_10_1_0.975_0_1e-04_1" 1e-11 1e-12 1e-11 1e-13 0.950625 1e-12 1e-11 1e-13 1e-04 85380
"1e-13_1_1_0.975_0_1e-04_1:1e-12_10_1_0.975_0_1e-04_1" 1e-13 1e-12 1 10 1 1 0.975 0.975 0 1e-04 1 "1e-13_1_1_0.975_0_1e-04_1" "1e-12_10_1_0.975_0_1e-04_1" "1e-13_1_1_0.975_0_1e-04_1:1e-12_10_1_0.975_0_1e-04_1" 1e-13 1e-11 1e-13 1e-12 0.950625 1e-13 1e-13 1e-12 1e-04 26248
"1e-12_1_1_0.975_0_1e-04_1:1e-12_10_1_0.975_0_1e-04_1" 1e-12 1e-12 1 10 1 1 0.975 0.975 0 1e-04 1 "1e-12_1_1_0.975_0_1e-04_1" "1e-12_10_1_0.975_0_1e-04_1" "1e-12_1_1_0.975_0_1e-04_1:1e-12_10_1_0.975_0_1e-04_1" 1e-12 1e-11 1e-12 1e-12 0.950625 1e-12 1e-12 1e-12 1e-04 25709
"1e-11_1_1_0.975_0_1e-04_1:1e-12_10_1_0.975_0_1e-04_1" 1e-11 1e-12 1 10 1 1 0.975 0.975 0 1e-04 1 "1e-11_1_1_0.975_0_1e-04_1" "1e-12_10_1_0.975_0_1e-04_1" "1e-11_1_1_0.975_0_1e-04_1:1e-12_10_1_0.975_0_1e-04_1" 1e-11 1e-11 1e-11 1e-12 0.950625 1e-11 1e-11 1e-12 1e-04 88114
"1e-13_1_1_0.975_0_1e-04_1:1e-11_10_1_0.975_0_1e-04_1" 1e-13 1e-11 1 10 1 1 0.975 0.975 0 1e-04 1 "1e-13_1_1_0.975_0_1e-04_1" "1e-11_10_1_0.975_0_1e-04_1" "1e-13_1_1_0.975_0_1e-04_1:1e-11_10_1_0.975_0_1e-04_1" 1e-13 1e-10 1e-13 1e-11 0.950625 1e-13 1e-13 1e-11 1e-04 89542
"1e-12_1_1_0.975_0_1e-04_1:1e-11_10_1_0.975_0_1e-04_1" 1e-12 1e-11 1 10 1 1 0.975 0.975 0 1e-04 1 "1e-12_1_1_0.975_0_1e-04_1" "1e-11_10_1_0.975_0_1e-04_1" "1e-12_1_1_0.975_0_1e-04_1:1e-11_10_1_0.975_0_1e-04_1" 1e-12 1e-10 1e-12 1e-11 0.950625 1e-12 1e-12 1e-11 1e-04 94637
"1e-11_1_1_0.975_0_1e-04_1:1e-11_10_1_0.975_0_1e-04_1" 1e-11 1e-11 1 10 1 1 0.975 0.975 0 1e-04 1 "1e-11_1_1_0.975_0_1e-04_1" "1e-11_10_1_0.975_0_1e-04_1" "1e-11_1_1_0.975_0_1e-04_1:1e-11_10_1_0.975_0_1e-04_1" 1e-11 1e-10 1e-11 1e-11 0.950625 1e-11 1e-11 1e-11 1e-04 99353
"1e-13_1_0.01_0.85_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-13 1e-13 1 1 0.01 1 0.85 0.85 0 1e-08 1 "1e-13_1_0.01_0.85_0_1e-08_1" "1e-13_1_1_0.85_0_1e-08_1" "1e-13_1_0.01_0.85_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-13 1e-13 1e-15 1e-13 0.7225 1e-13 1e-13 1e-13 1e-08 5676
"1e-12_1_0.01_0.85_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-12 1e-13 1 1 0.01 1 0.85 0.85 0 1e-08 1 "1e-12_1_0.01_0.85_0_1e-08_1" "1e-13_1_1_0.85_0_1e-08_1" "1e-12_1_0.01_0.85_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-12 1e-13 1e-14 1e-13 0.7225 1e-13 1e-12 1e-13 1e-08 5782
"1e-11_1_0.01_0.85_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-11 1e-13 1 1 0.01 1 0.85 0.85 0 1e-08 1 "1e-11_1_0.01_0.85_0_1e-08_1" "1e-13_1_1_0.85_0_1e-08_1" "1e-11_1_0.01_0.85_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-11 1e-13 1e-13 1e-13 0.7225 1e-13 1e-11 1e-13 1e-08 6312
"1e-13_1_0.01_0.85_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-13 1e-12 1 1 0.01 1 0.85 0.85 0 1e-08 1 "1e-13_1_0.01_0.85_0_1e-08_1" "1e-12_1_1_0.85_0_1e-08_1" "1e-13_1_0.01_0.85_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-13 1e-12 1e-15 1e-12 0.7225 1e-13 1e-13 1e-12 1e-08 6060
"1e-12_1_0.01_0.85_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-12 1e-12 1 1 0.01 1 0.85 0.85 0 1e-08 1 "1e-12_1_0.01_0.85_0_1e-08_1" "1e-12_1_1_0.85_0_1e-08_1" "1e-12_1_0.01_0.85_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-12 1e-12 1e-14 1e-12 0.7225 1e-12 1e-12 1e-12 1e-08 5820
"1e-11_1_0.01_0.85_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-11 1e-12 1 1 0.01 1 0.85 0.85 0 1e-08 1 "1e-11_1_0.01_0.85_0_1e-08_1" "1e-12_1_1_0.85_0_1e-08_1" "1e-11_1_0.01_0.85_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-11 1e-12 1e-13 1e-12 0.7225 1e-12 1e-11 1e-12 1e-08 6318
"1e-13_1_0.01_0.85_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-13 1e-11 1 1 0.01 1 0.85 0.85 0 1e-08 1 "1e-13_1_0.01_0.85_0_1e-08_1" "1e-11_1_1_0.85_0_1e-08_1" "1e-13_1_0.01_0.85_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-13 1e-11 1e-15 1e-11 0.7225 1e-13 1e-13 1e-11 1e-08 6249
"1e-12_1_0.01_0.85_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-12 1e-11 1 1 0.01 1 0.85 0.85 0 1e-08 1 "1e-12_1_0.01_0.85_0_1e-08_1" "1e-11_1_1_0.85_0_1e-08_1" "1e-12_1_0.01_0.85_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-12 1e-11 1e-14 1e-11 0.7225 1e-12 1e-12 1e-11 1e-08 6413
"1e-11_1_0.01_0.85_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-11 1e-11 1 1 0.01 1 0.85 0.85 0 1e-08 1 "1e-11_1_0.01_0.85_0_1e-08_1" "1e-11_1_1_0.85_0_1e-08_1" "1e-11_1_0.01_0.85_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-11 1e-11 1e-13 1e-11 0.7225 1e-11 1e-11 1e-11 1e-08 6487
"1e-13_1_10_0.85_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-13 1e-13 1 1 10 1 0.85 0.85 0 1e-08 1 "1e-13_1_10_0.85_0_1e-08_1" "1e-13_1_1_0.85_0_1e-08_1" "1e-13_1_10_0.85_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-13 1e-13 1e-12 1e-13 0.7225 1e-13 1e-13 1e-13 1e-08 5751
"1e-12_1_10_0.85_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-12 1e-13 1 1 10 1 0.85 0.85 0 1e-08 1 "1e-12_1_10_0.85_0_1e-08_1" "1e-13_1_1_0.85_0_1e-08_1" "1e-12_1_10_0.85_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-12 1e-13 1e-11 1e-13 0.7225 1e-13 1e-12 1e-13 1e-08 5720
"1e-11_1_10_0.85_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-11 1e-13 1 1 10 1 0.85 0.85 0 1e-08 1 "1e-11_1_10_0.85_0_1e-08_1" "1e-13_1_1_0.85_0_1e-08_1" "1e-11_1_10_0.85_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-11 1e-13 1e-10 1e-13 0.7225 1e-13 1e-11 1e-13 1e-08 6480
"1e-13_1_10_0.85_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-13 1e-12 1 1 10 1 0.85 0.85 0 1e-08 1 "1e-13_1_10_0.85_0_1e-08_1" "1e-12_1_1_0.85_0_1e-08_1" "1e-13_1_10_0.85_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-13 1e-12 1e-12 1e-12 0.7225 1e-13 1e-13 1e-12 1e-08 5764
"1e-12_1_10_0.85_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-12 1e-12 1 1 10 1 0.85 0.85 0 1e-08 1 "1e-12_1_10_0.85_0_1e-08_1" "1e-12_1_1_0.85_0_1e-08_1" "1e-12_1_10_0.85_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-12 1e-12 1e-11 1e-12 0.7225 1e-12 1e-12 1e-12 1e-08 5845
"1e-11_1_10_0.85_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-11 1e-12 1 1 10 1 0.85 0.85 0 1e-08 1 "1e-11_1_10_0.85_0_1e-08_1" "1e-12_1_1_0.85_0_1e-08_1" "1e-11_1_10_0.85_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-11 1e-12 1e-10 1e-12 0.7225 1e-12 1e-11 1e-12 1e-08 6956
"1e-13_1_10_0.85_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-13 1e-11 1 1 10 1 0.85 0.85 0 1e-08 1 "1e-13_1_10_0.85_0_1e-08_1" "1e-11_1_1_0.85_0_1e-08_1" "1e-13_1_10_0.85_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-13 1e-11 1e-12 1e-11 0.7225 1e-13 1e-13 1e-11 1e-08 6361
"1e-12_1_10_0.85_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-12 1e-11 1 1 10 1 0.85 0.85 0 1e-08 1 "1e-12_1_10_0.85_0_1e-08_1" "1e-11_1_1_0.85_0_1e-08_1" "1e-12_1_10_0.85_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-12 1e-11 1e-11 1e-11 0.7225 1e-12 1e-12 1e-11 1e-08 7044
"1e-11_1_10_0.85_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-11 1e-11 1 1 10 1 0.85 0.85 0 1e-08 1 "1e-11_1_10_0.85_0_1e-08_1" "1e-11_1_1_0.85_0_1e-08_1" "1e-11_1_10_0.85_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-11 1e-11 1e-10 1e-11 0.7225 1e-11 1e-11 1e-11 1e-08 6482
"1e-13_1_0.01_0.9_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-13 1e-13 1 1 0.01 1 0.9 0.85 0 1e-08 1 "1e-13_1_0.01_0.9_0_1e-08_1" "1e-13_1_1_0.85_0_1e-08_1" "1e-13_1_0.01_0.9_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-13 1e-13 1e-15 1e-13 0.765 1e-13 1e-13 1e-13 1e-08 8970
"1e-12_1_0.01_0.9_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-12 1e-13 1 1 0.01 1 0.9 0.85 0 1e-08 1 "1e-12_1_0.01_0.9_0_1e-08_1" "1e-13_1_1_0.85_0_1e-08_1" "1e-12_1_0.01_0.9_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-12 1e-13 1e-14 1e-13 0.765 1e-13 1e-12 1e-13 1e-08 8686
"1e-11_1_0.01_0.9_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-11 1e-13 1 1 0.01 1 0.9 0.85 0 1e-08 1 "1e-11_1_0.01_0.9_0_1e-08_1" "1e-13_1_1_0.85_0_1e-08_1" "1e-11_1_0.01_0.9_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-11 1e-13 1e-13 1e-13 0.765 1e-13 1e-11 1e-13 1e-08 10241
"1e-13_1_0.01_0.9_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-13 1e-12 1 1 0.01 1 0.9 0.85 0 1e-08 1 "1e-13_1_0.01_0.9_0_1e-08_1" "1e-12_1_1_0.85_0_1e-08_1" "1e-13_1_0.01_0.9_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-13 1e-12 1e-15 1e-12 0.765 1e-13 1e-13 1e-12 1e-08 8589
"1e-12_1_0.01_0.9_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-12 1e-12 1 1 0.01 1 0.9 0.85 0 1e-08 1 "1e-12_1_0.01_0.9_0_1e-08_1" "1e-12_1_1_0.85_0_1e-08_1" "1e-12_1_0.01_0.9_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-12 1e-12 1e-14 1e-12 0.765 1e-12 1e-12 1e-12 1e-08 8581
"1e-11_1_0.01_0.9_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-11 1e-12 1 1 0.01 1 0.9 0.85 0 1e-08 1 "1e-11_1_0.01_0.9_0_1e-08_1" "1e-12_1_1_0.85_0_1e-08_1" "1e-11_1_0.01_0.9_0_1e-08_1:1e-12_1_1_0.85_0_1e-08_1" 1e-11 1e-12 1e-13 1e-12 0.765 1e-12 1e-11 1e-12 1e-08 10455
"1e-13_1_0.01_0.9_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-13 1e-11 1 1 0.01 1 0.9 0.85 0 1e-08 1 "1e-13_1_0.01_0.9_0_1e-08_1" "1e-11_1_1_0.85_0_1e-08_1" "1e-13_1_0.01_0.9_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-13 1e-11 1e-15 1e-11 0.765 1e-13 1e-13 1e-11 1e-08 8469
"1e-12_1_0.01_0.9_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-12 1e-11 1 1 0.01 1 0.9 0.85 0 1e-08 1 "1e-12_1_0.01_0.9_0_1e-08_1" "1e-11_1_1_0.85_0_1e-08_1" "1e-12_1_0.01_0.9_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-12 1e-11 1e-14 1e-11 0.765 1e-12 1e-12 1e-11 1e-08 8561
"1e-11_1_0.01_0.9_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-11 1e-11 1 1 0.01 1 0.9 0.85 0 1e-08 1 "1e-11_1_0.01_0.9_0_1e-08_1" "1e-11_1_1_0.85_0_1e-08_1" "1e-11_1_0.01_0.9_0_1e-08_1:1e-11_1_1_0.85_0_1e-08_1" 1e-11 1e-11 1e-13 1e-11 0.765 1e-11 1e-11 1e-11 1e-08 10531
"1e-13_1_10_0.9_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-13 1e-13 1 1 10 1 0.9 0.85 0 1e-08 1 "1e-13_1_10_0.9_0_1e-08_1" "1e-13_1_1_0.85_0_1e-08_1" "1e-13_1_10_0.9_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-13 1e-13 1e-12 1e-13 0.765 1e-13 1e-13 1e-13 1e-08 8642
"1e-12_1_10_0.9_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-12 1e-13 1 1 10 1 0.9 0.85 0 1e-08 1 "1e-12_1_10_0.9_0_1e-08_1" "1e-13_1_1_0.85_0_1e-08_1" "1e-12_1_10_0.9_0_1e-08_1:1e-13_1_1_0.85_0_1e-08_1" 1e-12 1e-13 1e-11 1e-13 0.765 1e-13 1e-12 1e-13 1e-08 8670
